target_election_id,target_election_date,target_slot,target_candidate_name,target_party_name,person_key,birthday,source_sg_id,source_election_date,source_election_name,source_sg_typecode,source_candidate_id,source_region_name,source_district_name,source_municipality_name,source_party_name,source_status,source_job,source_career1,source_career2,source_is_prior,prior_election_won,available_date,entity_match_method,entity_match_confidence,source_url,source_record_sha256,derivation_version
pres_2002,2002-12-19,C,권영길,민주노동당,81fc034191d390a8ed60,19411105,20080409,2008-04-09,제18대 국회의원선거,2,100005119,경상남도,창원시을,창원시,민주노동당,등록,국회의원,(전)민주노동당 초대 당대표,(전)창원시학교급식비지원조례제정운동본부  본부장,False,,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,661c3c7a091ff0febf65f9a8be696d828fd1a521b14a68447c8226060861e526,official_candidate_history_v1
pres_2002,2002-12-19,C,권영길,민주노동당,81fc034191d390a8ed60,19411105,20121219,2012-12-19,제18대 대통령선거,3,100103159,경상남도,경상남도,,무소속,등록,정치인,(전)제17대 국회의원,(전)제18대 국회의원,False,,2012-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,1dab608045a39ae98110c7b527d73cb14a1d28cfa37e0d60094f4f404d6a5270,official_candidate_history_v1
pres_2007,2007-12-19,A,이명박,한나라당,00dc99159b9e6f035194,19411219,19960411,1996-04-11,제15대 국회의원선거,2,10029919,서울특별시,종로구,종로구,신한국당,등록,국회의원,"현대건설(주)회장, 6.3동지회 회장",대한상공회의소 부회장,True,Y,1996-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,5fc3e6d052c0eec747e7ddabdbc7d493648e76d9c1e6832f01dcce11aaa94e8d,official_candidate_history_v1
pres_2007,2007-12-19,A,이명박,한나라당,00dc99159b9e6f035194,19411219,20020613,2002-06-13,제3회 전국동시지방선거,3,10042344,서울특별시,서울특별시,,한나라당,등록,정당인,현대건설(주) 회장,"제14대, 제15대 국회의원",True,Y,2002-06-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,f2d6947de908a3abf71127067f60b6e7c4c0932c62cb478a158f08ac04fbcc59,official_candidate_history_v1
pres_2007,2007-12-19,A,이명박,한나라당,00dc99159b9e6f035194,19411219,20071219,2007-12-19,제17대 대통령선거,1,10068294,전국,대한민국,,한나라당,등록,정당인,14~15대 국회의원,제32대(민선3기) 서울특별시장,False,,2007-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,c463c35546062ec059184aa9ba767d078334ffa1308253da1dee4c1ba739e229,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,19960411,1996-04-11,제15대 국회의원선거,2,10030450,전라북도,전주시덕진구,전주시덕진구,새정치국민회의,등록,정당인,MBC뉴스데스크 주말앵커,새정치국민회의 당무위원,True,Y,1996-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,0b300f320cac5451bba322653c9b8f87ce42961f66d3312aae3f15b1dac74d3f,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20000413,2000-04-13,제16대 국회의원선거,2,10041809,전라북도,전주시덕진구,전주시덕진구,새천년민주당,등록,국회의원,제15대국선(전주시덕진구)전국최다득표,새천년민주당 대변인(2000년),True,Y,2000-04-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,d9b92a010cd43632ec90e3e08d2f74f00eb1442733685faae8b264443fc77485,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20040415,2004-04-15,제17대 국회의원선거,7,10054680,전국,비례대표,,열린우리당,사퇴,정당인,당의장,,True,N,2004-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,7cd8f5d3e43fef2b32e9b9eaf59d90ea0597cf0bab6dec4d9219f4f01bc08501,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20071219,2007-12-19,제17대 대통령선거,1,10068293,전국,대한민국,,대통합민주신당,등록,정당인,통일부 장관,국가안전보장회의 상임위원장,False,,2007-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,ff36f8f5a82ccf62db3b0c46ebae832a84713fa36bb2e6d71738eeefe06ae3bb,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20080409,2008-04-09,제18대 국회의원선거,2,100005223,서울특별시,동작구을,동작구,통합민주당,등록,정당인,제31대 통일부 장관,제17대 대통합민주신당 대통령 후보자,False,,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,a8bf1dd0ee4465817520e34e39a3006003a9562c77256e531e0f078f64d1a1c9,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20120411,2012-04-11,제19대 국회의원선거,2,100102192,서울특별시,강남구을,강남구,민주통합당,등록,국회의원,(전)대통합민주신당 제17대 대통령 후보,(전)통일부장관 및 NSC상임위원장,False,,2012-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,51912b1b7f3ff5ffd7fa8ab1d81f18e2209c93cc78f445fe7e32b4334b710adb,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20150429,2015-04-29,2015년 상반기 재·보궐선거,2,100118141,서울특별시,관악구을,관악구,무소속,등록,정치인,(전)대통합민주신당 17대 대통령 후보,(전)통일부 장관 및 국가안전보장회의(NSC) 상임위원장,False,,2015-04-30,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,bcb3a06e14922be72abe1aa4a8f28337964e172949be3c3eba7e6906b1315703,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20160413,2016-04-13,제20대 국회의원선거,2,100120073,전라북도,전주시병,전주시덕진구,국민의당,등록,정치인,(전)대통합민주신당 제17대 대통령 후보,(전)통일부 장관(국가안전보장회의(NSC) 상임위원장),False,,2016-04-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,dc9a12b79b30160b55fd4c42220fdda45914e5025bc736e8b0756462a5c6a6c9,official_candidate_history_v1
pres_2007,2007-12-19,B,정동영,대통합민주신당,ba6cb80b9f4b4d827c28,19530617,20200415,2020-04-15,제21대 국회의원선거,2,100137342,전라북도,전주시병,전주시덕진구,민생당,등록,국회의원,(전) 제17대 대통령 후보,(전) 제31대 통일부 장관(국가안전보장회의(NSC) 상임위원장),False,,2020-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,787a62094d49535bc48298708b452204b9afa1b593c94d74bf71cfd97e8bf9d8,official_candidate_history_v1
pres_2007,2007-12-19,C,이회창,무소속,0d4cbb9b1133b0cf1d55,19350602,19971218,1997-12-18,제15대 대통령선거,1,10030921,전국,대한민국,,한나라당,등록,정치인,"제26대 국무총리, 제15대 감사원장",現 한나라당 명예총재,True,N,1997-12-19,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,0c6fa3a44376a431213ab04b1f0a3d0b6e9ecb24625a2bde9cd9ab026aaa753d,official_candidate_history_v1
pres_2007,2007-12-19,C,이회창,무소속,0d4cbb9b1133b0cf1d55,19350602,20000413,2000-04-13,제16대 국회의원선거,7,10042189,전국,비례대표,,한나라당,등록,국회의원,국무총리,대통령후보,True,Y,2000-04-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,5badc3090803f8f1e7e7312f80bf17e09e1f9042cc1dd0c969449d10708adb24,official_candidate_history_v1
pres_2007,2007-12-19,C,이회창,무소속,0d4cbb9b1133b0cf1d55,19350602,20021219,2002-12-19,제16대 대통령선거,1,10053297,전국,대한민국,,한나라당,등록,정치인,제15대·16대 국회의원,한나라당 총재,True,N,2002-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,17ef9653baa9b91ea221c265e13a9d90d4dd3793c7a446102e8f02b34d277f7f,official_candidate_history_v1
pres_2007,2007-12-19,C,이회창,무소속,0d4cbb9b1133b0cf1d55,19350602,20071219,2007-12-19,제17대 대통령선거,1,10068301,전국,대한민국,,무소속,등록,정치인,국무총리,대법관,False,,2007-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,1b5977cc38f35a32acbfe1df832a4b568719aac2e460845aceb69e895d2fd5b5,official_candidate_history_v1
pres_2007,2007-12-19,C,이회창,무소속,0d4cbb9b1133b0cf1d55,19350602,20080409,2008-04-09,제18대 국회의원선거,2,100005186,충청남도,홍성군예산군,홍성군,자유선진당,등록,정당인,(전)국무총리,(현)자유선진당 총재,False,,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,5e3be49ab80f5e78ac8cd6c2f42a906f6c8d37a25700b701da239c3b131ede50,official_candidate_history_v1
pres_2012,2012-12-19,A,박근혜,새누리당,1802b4b43d2d99fabe8c,19520202,20000413,2000-04-13,제16대 국회의원선거,2,10041763,대구광역시,달성군,달성군,한나라당,등록,국회의원,정수장학회이사장,한나라당부총재,True,Y,2000-04-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,631d691edfe48579c04406f2ba22d9a9d924becdfb462e6db22c683cbb89ce53,official_candidate_history_v1
pres_2012,2012-12-19,A,박근혜,새누리당,1802b4b43d2d99fabe8c,19520202,20040415,2004-04-15,제17대 국회의원선거,2,10053847,대구광역시,달성군,달성군,한나라당,등록,국회의원,한나라당 대표,15대.16대 국회의원,True,Y,2004-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,2bcc37904d42931efeadf08f87173a4b4a60a4248c06eea76c1aee50563dba66,official_candidate_history_v1
pres_2012,2012-12-19,A,박근혜,새누리당,1802b4b43d2d99fabe8c,19520202,20080409,2008-04-09,제18대 국회의원선거,2,100005428,대구광역시,달성군,달성군,한나라당,등록,국회의원,(前)한나라당 대표최고위원,15대·16대·17대 국회의원,True,Y,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,52440a062e7bfdb6ecea6574fe627b4eac53e98619b7a7e30cff7470fee7ae6f,official_candidate_history_v1
pres_2012,2012-12-19,A,박근혜,새누리당,1802b4b43d2d99fabe8c,19520202,20120411,2012-04-11,제19대 국회의원선거,7,100102765,전국,비례대표,,새누리당,등록,국회의원,"15,16,17,18대 국회의원",(현)새누리당 비상대책위원장,True,Y,2012-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,bcfa8c46c7304df61d870b1633e4e4d6f50a1e5a75524c68d44e4e38f252a2d8,official_candidate_history_v1
pres_2012,2012-12-19,A,박근혜,새누리당,1802b4b43d2d99fabe8c,19520202,20121219,2012-12-19,제18대 대통령선거,1,100103014,전국,대한민국,,새누리당,등록,정치인,15대~19대 국회의원,(전) 새누리당 비상대책위원장,False,,2012-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,79aaa98ad20fa87036d64dc0e21b06160c4f63b379b896bc853abfcd0baba74b,official_candidate_history_v1
pres_2012,2012-12-19,B,문재인,민주통합당,ad79ef19a63d817172bb,19530124,20120411,2012-04-11,제19대 국회의원선거,2,100100909,부산광역시,사상구,사상구,민주통합당,등록,법무법인부산 대표변호사,(전) 청와대 비서실장,(현) 사람사는세상 노무현재단이사장,True,Y,2012-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,01be3bfc17f817971fb3611086fbbc386f25365d5e509e7714feb6b7a713b079,official_candidate_history_v1
pres_2012,2012-12-19,B,문재인,민주통합당,ad79ef19a63d817172bb,19530124,20121219,2012-12-19,제18대 대통령선거,1,100103010,전국,대한민국,,민주통합당,등록,국회의원,(전) (재)사람사는세상 노무현재단 이사장,(현) 제19대 국회의원,False,,2012-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,766a9e1d6cc03d07bd405e33e636e38a213cfdc20ee5ca5b79ae0d6c7493bf1a,official_candidate_history_v1
pres_2012,2012-12-19,B,문재인,민주통합당,ad79ef19a63d817172bb,19530124,20170509,2017-05-09,제19대 대통령선거,1,100120965,전국,대한민국,,더불어민주당,등록,정당인,(전)더불어민주당 당대표,(전)제19대 국회의원,False,,2017-05-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,a57218028e2e62ca43e27f432a469c9a4e846c167e4fa415407784e64f337b44,official_candidate_history_v1
pres_2012,2012-12-19,C,강지원,무소속,fea16c8f91d94a13d203,19490317,20121219,2012-12-19,제18대 대통령선거,1,100103032,전국,대한민국,,무소속,등록,변호사,(전) 청소년보호위원회 초대 위원장,(전) 한국매니페스토실천본부 초대 상임대표,False,,2012-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,53e16a173264c497f1b7b41c35ccc358eccd62e32f376b7e7896e9ad01d6a408,official_candidate_history_v1
pres_2017,2017-05-09,A,문재인,더불어민주당,ad79ef19a63d817172bb,19530124,20120411,2012-04-11,제19대 국회의원선거,2,100100909,부산광역시,사상구,사상구,민주통합당,등록,법무법인부산 대표변호사,(전) 청와대 비서실장,(현) 사람사는세상 노무현재단이사장,True,Y,2012-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,01be3bfc17f817971fb3611086fbbc386f25365d5e509e7714feb6b7a713b079,official_candidate_history_v1
pres_2017,2017-05-09,A,문재인,더불어민주당,ad79ef19a63d817172bb,19530124,20121219,2012-12-19,제18대 대통령선거,1,100103010,전국,대한민국,,민주통합당,등록,국회의원,(전) (재)사람사는세상 노무현재단 이사장,(현) 제19대 국회의원,True,N,2012-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,766a9e1d6cc03d07bd405e33e636e38a213cfdc20ee5ca5b79ae0d6c7493bf1a,official_candidate_history_v1
pres_2017,2017-05-09,A,문재인,더불어민주당,ad79ef19a63d817172bb,19530124,20170509,2017-05-09,제19대 대통령선거,1,100120965,전국,대한민국,,더불어민주당,등록,정당인,(전)더불어민주당 당대표,(전)제19대 국회의원,False,,2017-05-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,a57218028e2e62ca43e27f432a469c9a4e846c167e4fa415407784e64f337b44,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,19960411,1996-04-11,제15대 국회의원선거,2,10030498,서울특별시,송파구갑,송파구갑,신한국당,등록,변호사,서울지방검찰청검사,부패추방연구소소장,True,Y,1996-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,c683291332ef866780ab55c1250e3f5233c4991fd0e4ae06e0b859fe6b799f53,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20040415,2004-04-15,제17대 국회의원선거,2,10053962,서울특별시,동대문구을,동대문구,한나라당,등록,국회의원,당 전략기획위원장,"15, 16대 국회의원",True,Y,2004-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,356a0db67276a2765a94c28c35ab5727715d8eea3b86264c3ece81ea0255d3d0,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20080409,2008-04-09,제18대 국회의원선거,2,100005139,서울특별시,동대문구을,동대문구,한나라당,등록,국회의원,"제15,16,17대 국회의원",제17대 국회환경노동위원회 위원장,True,Y,2008-04-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,0090e497d62f401b9775f6d3c47ec0e62f6a4e8700d5e9a3469bdadf8e6ac7ce,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20120411,2012-04-11,제19대 국회의원선거,2,100102434,서울특별시,동대문구을,동대문구,새누리당,등록,국회의원,(전)한나라당 원내대표,(전)한나라당 대표최고위원,True,N,2012-04-12,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,bbd2c6e7d86432e315e00ff4eb02fa4be91caef88f9273206f56d1082a8262ea,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20121219,2012-12-19,제18대 대통령선거,3,100103094,경상남도,경상남도,,새누리당,등록,정당인,(전)15~18대 국회의원,(전)한나라당 대표최고위원,True,Y,2012-12-20,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,7b1d09d981a63bae64a9ed146be59ec4e373f9bdc045fa60c1dddd4f3d87987a,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20140604,2014-06-04,제6회 전국동시지방선거,3,100115675,경상남도,경상남도,,새누리당,등록,공무원,(현)경상남도지사,(전)한나라당 대표최고위원,True,Y,2014-06-05,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,13baeaaf1767c24d78027f56e64c60fc2066f64d0eef8ef156606a66b98acd3f,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20170509,2017-05-09,제19대 대통령선거,1,100121058,전국,대한민국,,자유한국당,등록,정당인,"(전)제35,36대 경상남도지사","(전)제15,16,17,18대 국회의원",False,,2017-05-10,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,491e585f0774954778d2be9de073ec22ef6790e17dba42cdc2203e03e53c2589,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20200415,2020-04-15,제21대 국회의원선거,2,100137583,대구광역시,수성구을,수성구,무소속,등록,정치인,(전)제19대 대통령선거 자유한국당 후보,(전)자유한국당 대표,False,,2020-04-16,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,c5e1b339acf9693241bfa91bb0ce73bd7882d72ee8e19178a69a299eef6780fb,official_candidate_history_v1
pres_2017,2017-05-09,B,홍준표,자유한국당,35f453bca57195897f77,19541205,20220601,2022-06-01,제8회 전국동시지방선거,3,100147274,대구광역시,대구광역시,,국민의힘,등록,정치인,"(전) 제15,16,17,18,21대 국회의원",(전) 제20대 대통령선거 국민의힘 경선후보,False,,2022-06-02,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,ce83ae7fb20c3d392f4def519c5be8e7bd3b074725b486df2497268a79b3e104,official_candidate_history_v1
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20130424,2013-04-24,2013년 상반기 재·보궐선거,2,100103262,서울특별시,노원구병,노원구,무소속,등록,정치인,(전)서울대학교 융합과학기술대학원 원장,(전)안랩 이사회 의장,True,Y,2013-04-25,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,899fdb784a051e4f30a9157a8cf3ce1970fee17d48c012d9eac63e273d8afc8b,official_candidate_history_v1
pres_2017,2017-05-09,C,안철수,국민의당,6a656c0cf84f1ad3d5c8,19620122,20160413,2016-04-13,제20대 국회의원선거,2,100120262,서울특별시,노원구병,노원구,국민의당,등록,국회의원,(전)서울대 융합과학기술대학원 원장,(현)국민의당 당대표(공동),True,Y,2016-04-14,target_election_party_birthday,1.0,https://apis.data.go.kr/9760000/CndaSrchService/getCndaSrchInqire,221ab83781d8dcb95841809d110a2f492d7c4406db3bbc40cbf311d85ba59306,official_candidate_history_v1
