election_id,candidate_id,candidate_name,party_name,issue_name,mentions,emphasis_volume,emphasis_within,signed_weight,absolute_directional_weight,directional_balance,available_date,linkage_basis
pres_2025,pres_2025_lee_jaemyung,이재명,더불어민주당,security_nk,80.19999999999999,0.13935381185671572,0.056648928615694746,0.21,0.21,1.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_jaemyung,이재명,더불어민주당,unification_event,3.4000000000000004,0.00590776758494805,0.0024015755273486556,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_jaemyung,이재명,더불어민주당,welfare_pension,57.275,0.0995198201258528,0.04045595244967477,0.6749999999999999,0.6749999999999999,1.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_jaemyung,이재명,더불어민주당,withdrawal_event,8.975,0.015594768845561394,0.006339453046457112,-0.9099999999999999,0.9099999999999999,-1.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,candidate_competence,1.4,0.002432610182037432,0.02333148625733796,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,corruption_integrity,24.4125,0.04241864004927772,0.4068427916123307,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,economy_growth,1.435,0.002493425436588368,0.02391477341377141,0.0,0.0,0.0,2025-05-20,registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,education,1.0499999999999998,0.0018244576365280738,0.017498614693003466,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,endorsement_event,2.45,0.004257067818565507,0.04083010095034143,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,external_shock,1.62,0.0028148774963576003,0.026997862669205355,0.0,0.0,0.0,2025-05-20,registered_candidate_party
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,family_legal_risk,2.0999999999999996,0.0036489152730561475,0.03499722938600693,0.0,0.0,0.0,2025-05-20,registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,foreign_policy,2.0,0.003475157402910617,0.033330694653339946,0.0,0.0,0.0,2025-05-20,registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,gender_generation,0.7,0.001216305091018716,0.01166574312866898,0.0,0.0,0.0,2025-05-20,registered_candidate_party
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,inflation_livelihood,0.35,0.000608152545509358,0.00583287156433449,0.0,0.0,0.0,2025-05-20,registered_candidate_party
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,jobs_labor,1.8,0.0031276416626195556,0.02999762518800595,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,regime_change,9.33725,0.01622420673016358,0.1556085143259492,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,regional_dev,4.5,0.007819104156548889,0.07499406297001487,0.0,0.0,0.0,2025-05-20,registered_candidate_party|registered_candidate_person
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,security_nk,0.75,0.0013031840260914814,0.012499010495002478,0.0,0.0,0.0,2025-05-20,registered_candidate_party
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,welfare_pension,5.75,0.009991077533368024,0.09582574712835233,0.0,0.0,0.0,2025-05-20,registered_candidate_party
pres_2025,pres_2025_lee_junseok,이준석,개혁신당,withdrawal_event,0.35,0.000608152545509358,0.00583287156433449,0.0,0.0,0.0,2025-05-20,registered_candidate_party
