election_id,assembly_daesu,period,issue_name,target_type,target_name,target_model_eligible,stance_label,sentence_count,weighted_mentions,signed_weight,absolute_directional_weight,directional_balance,first_observed_date,last_observed_date,available_date,source,candidate_id,candidate_name,candidate_party_name,candidate_ballot_number,candidate_registry_available_date,candidate_link_eligible,candidate_linkage_basis,source_target_type,source_target_name,source_observed_available_date
pres_2025,21,2022-04-18,regional_dev,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-04-19,2022-04-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-19
pres_2025,21,2022-04-18,security_nk,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-04-20,2022-04-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-20
pres_2025,21,2022-04-25,candidate_competence,person,이재명,False,neutral,1,1.0,0.0,0.0,0.0,2022-04-26,2022-04-26,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-04-26
pres_2025,21,2022-04-25,corruption_integrity,party,국민의힘,False,neutral,5,1.8025000000000002,0.0,0.0,0.0,2022-04-25,2022-04-30,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-30
pres_2025,21,2022-04-25,corruption_integrity,party,더불어민주당,False,neutral,8,5.149999999999999,0.0,0.0,0.0,2022-04-27,2022-04-30,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-04-30
pres_2025,21,2022-04-25,endorsement_event,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-04-29,2022-04-29,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-29
pres_2025,21,2022-04-25,foreign_policy,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-04-25,2022-04-25,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-25
pres_2025,21,2022-04-25,regime_change,party,국민의힘,False,neutral,1,0.20125,0.0,0.0,0.0,2022-04-30,2022-04-30,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-30
pres_2025,21,2022-04-25,security_nk,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-04-27,2022-04-27,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-04-27
pres_2025,21,2022-04-25,unification_event,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-04-30,2022-04-30,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-04-30
pres_2025,21,2022-05-02,candidate_competence,party,국민의힘,False,neutral,2,0.7,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-02
pres_2025,21,2022-05-02,candidate_competence,party,더불어민주당,False,neutral,1,1.0,0.0,0.0,0.0,2022-05-03,2022-05-03,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-03
pres_2025,21,2022-05-02,corruption_integrity,party,국민의힘,False,neutral,3,1.0499999999999998,0.0,0.0,0.0,2022-05-02,2022-05-04,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-04
pres_2025,21,2022-05-02,corruption_integrity,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-03,2022-05-03,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-03
pres_2025,21,2022-05-02,corruption_integrity,person,이재명,False,neutral,1,0.42,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-02
pres_2025,21,2022-05-02,economy_growth,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-03,2022-05-03,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-03
pres_2025,21,2022-05-02,external_shock,person,이재명,False,neutral,1,1.1,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-02
pres_2025,21,2022-05-02,foreign_policy,party,국민의힘,False,neutral,3,2.75,0.0,0.0,0.0,2022-05-02,2022-05-04,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-04
pres_2025,21,2022-05-02,gender_generation,party,국민의힘,False,neutral,2,2.0,0.0,0.0,0.0,2022-05-06,2022-05-06,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-06
pres_2025,21,2022-05-02,housing,person,이재명,False,neutral,2,1.6724999999999999,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-02
pres_2025,21,2022-05-02,jobs_labor,party,국민의힘,False,neutral,2,2.0,0.0,0.0,0.0,2022-05-03,2022-05-04,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-04
pres_2025,21,2022-05-02,jobs_labor,party,더불어민주당,False,neutral,3,1.0499999999999998,0.0,0.0,0.0,2022-05-04,2022-05-04,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-04
pres_2025,21,2022-05-02,regime_change,person,이재명,False,neutral,2,0.826125,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-02
pres_2025,21,2022-05-02,regional_dev,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-04,2022-05-04,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-04
pres_2025,21,2022-05-02,regional_dev,person,이재명,False,neutral,1,1.0,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-02
pres_2025,21,2022-05-02,welfare_pension,party,국민의힘,False,neutral,2,2.0,0.0,0.0,0.0,2022-05-02,2022-05-02,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-02
pres_2025,21,2022-05-02,withdrawal_event,party,국민의힘,False,attack,2,1.5750000000000002,-1.0237500000000002,1.0237500000000002,-1.0,2022-05-03,2022-05-03,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-03
pres_2025,21,2022-05-02,withdrawal_event,party,국민의힘,False,neutral,3,1.0499999999999998,0.0,0.0,0.0,2022-05-03,2022-05-03,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-03
pres_2025,21,2022-05-09,candidate_competence,party,국민의힘,False,neutral,1,1.125,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-09
pres_2025,21,2022-05-09,corruption_integrity,party,국민의힘,False,neutral,3,1.1025,0.0,0.0,0.0,2022-05-09,2022-05-11,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-11
pres_2025,21,2022-05-09,corruption_integrity,party,더불어민주당,False,neutral,1,0.42,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-09
pres_2025,21,2022-05-09,corruption_integrity,person,이재명,False,neutral,1,0.42,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-09
pres_2025,21,2022-05-09,corruption_integrity,person,이준석,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-11,2022-05-11,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_junseok,이준석,개혁신당,4,2025-05-20,True,registered_candidate_person,person,이준석,2022-05-11
pres_2025,21,2022-05-09,education,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-09
pres_2025,21,2022-05-09,family_legal_risk,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-09
pres_2025,21,2022-05-09,family_legal_risk,person,이재명,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-10,2022-05-10,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-10
pres_2025,21,2022-05-09,foreign_policy,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-12,2022-05-12,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-12
pres_2025,21,2022-05-09,gender_generation,party,국민의힘,False,neutral,16,14.45,0.0,0.0,0.0,2022-05-11,2022-05-12,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-12
pres_2025,21,2022-05-09,gender_generation,party,더불어민주당,False,neutral,3,2.35,0.0,0.0,0.0,2022-05-11,2022-05-12,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-12
pres_2025,21,2022-05-09,inflation_livelihood,party,국민의힘,False,neutral,1,0.385,0.0,0.0,0.0,2022-05-11,2022-05-11,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-11
pres_2025,21,2022-05-09,regime_change,party,국민의힘,False,neutral,2,0.336,0.0,0.0,0.0,2022-05-09,2022-05-11,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-11
pres_2025,21,2022-05-09,regime_change,party,더불어민주당,False,neutral,1,0.231,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-09
pres_2025,21,2022-05-09,regime_change,person,이재명,False,neutral,1,0.231,0.0,0.0,0.0,2022-05-09,2022-05-09,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-09
pres_2025,21,2022-05-09,regional_dev,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-13,2022-05-13,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-13
pres_2025,21,2022-05-09,security_nk,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-12,2022-05-12,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-12
pres_2025,21,2022-05-09,welfare_pension,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-11,2022-05-11,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-11
pres_2025,21,2022-05-16,candidate_competence,party,국민의힘,False,neutral,1,1.075,0.0,0.0,0.0,2022-05-20,2022-05-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-20
pres_2025,21,2022-05-16,corruption_integrity,party,국민의힘,False,neutral,5,3.98,0.0,0.0,0.0,2022-05-16,2022-05-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-20
pres_2025,21,2022-05-16,corruption_integrity,party,더불어민주당,False,neutral,1,0.4025,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-17
pres_2025,21,2022-05-16,corruption_integrity,person,이재명,False,neutral,3,1.8049999999999997,0.0,0.0,0.0,2022-05-20,2022-05-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-20
pres_2025,21,2022-05-16,economy_growth,party,국민의힘,False,neutral,1,1.1,0.0,0.0,0.0,2022-05-19,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-19
pres_2025,21,2022-05-16,economy_growth,party,더불어민주당,False,neutral,1,1.0,0.0,0.0,0.0,2022-05-19,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-19
pres_2025,21,2022-05-16,education,person,이재명,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-17
pres_2025,21,2022-05-16,endorsement_event,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-17
pres_2025,21,2022-05-16,endorsement_event,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-17
pres_2025,21,2022-05-16,external_shock,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-20,2022-05-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-20
pres_2025,21,2022-05-16,external_shock,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-16,2022-05-16,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-16
pres_2025,21,2022-05-16,family_legal_risk,person,이재명,False,neutral,1,1.0,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-17
pres_2025,21,2022-05-16,gaffe_event,party,국민의힘,False,neutral,2,1.875,0.0,0.0,0.0,2022-05-18,2022-05-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-20
pres_2025,21,2022-05-16,gender_generation,party,국민의힘,False,neutral,3,2.35,0.0,0.0,0.0,2022-05-16,2022-05-16,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-16
pres_2025,21,2022-05-16,gender_generation,party,더불어민주당,False,neutral,2,1.35,0.0,0.0,0.0,2022-05-16,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-17
pres_2025,21,2022-05-16,inflation_livelihood,party,국민의힘,False,neutral,1,0.385,0.0,0.0,0.0,2022-05-19,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-19
pres_2025,21,2022-05-16,inflation_livelihood,party,더불어민주당,False,neutral,2,2.1,0.0,0.0,0.0,2022-05-16,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-19
pres_2025,21,2022-05-16,jobs_labor,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-19,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-19
pres_2025,21,2022-05-16,regime_change,party,국민의힘,False,neutral,4,1.78475,0.0,0.0,0.0,2022-05-16,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-19
pres_2025,21,2022-05-16,regime_change,party,더불어민주당,False,neutral,1,0.20125,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-17
pres_2025,21,2022-05-16,regime_change,person,이재명,False,neutral,2,0.80025,0.0,0.0,0.0,2022-05-20,2022-05-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_person,person,이재명,2022-05-20
pres_2025,21,2022-05-16,regional_dev,party,국민의힘,False,neutral,2,0.7,0.0,0.0,0.0,2022-05-19,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-19
pres_2025,21,2022-05-16,regional_dev,party,더불어민주당,False,neutral,2,0.7,0.0,0.0,0.0,2022-05-19,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-19
pres_2025,21,2022-05-16,security_nk,party,국민의힘,False,neutral,2,1.35,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-17
pres_2025,21,2022-05-16,welfare_pension,party,국민의힘,False,neutral,1,1.125,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-17
pres_2025,21,2022-05-16,welfare_pension,party,더불어민주당,False,neutral,2,1.35,0.0,0.0,0.0,2022-05-17,2022-05-19,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-19
pres_2025,21,2022-05-16,withdrawal_event,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-17,2022-05-17,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-17
pres_2025,21,2022-05-23,corruption_integrity,party,국민의힘,False,neutral,1,0.75,0.0,0.0,0.0,2022-05-26,2022-05-26,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-05-26
pres_2025,21,2022-05-23,foreign_policy,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-05-29,2022-05-29,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-05-29
pres_2025,21,2022-07-18,housing,party,국민의힘,False,neutral,1,0.35,0.0,0.0,0.0,2022-07-21,2022-07-21,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_kim_moonsu,김문수,국민의힘,2,2025-05-20,True,registered_candidate_party,party,국민의힘,2022-07-21
pres_2025,21,2022-07-18,inflation_livelihood,party,더불어민주당,False,neutral,1,0.35,0.0,0.0,0.0,2022-07-20,2022-07-20,2025-05-20,assembly_stance_full_corpus_v1,pres_2025_lee_jaemyung,이재명,더불어민주당,1,2025-05-20,True,registered_candidate_party,party,더불어민주당,2022-07-20
