selection_label,tuning_elections,step,ridge_alpha,residual_enabled,residual_scale,residual_shrinkage,neutral_context_scale,overlay_gain,conversion_scale,district_terrain_scale,within_bloc_transfer_scale,within_bloc_reservoir_gain,within_bloc_stronghold_gain,regionalism_scale,regional_anchor_strength,third_competitiveness_gate_enabled,third_character_multiplier_enabled,manual_issue_seed_enabled,automatic_issue_seed_enabled,rolling_row_mae_pp,current_before_step_mae_pp,required_improvement_pp,selection_eligible,effective_activation_elections
outer_pres_2012,pres_2002|pres_2007,conversion,0.8,False,0.0,8.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.837659773577839,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,conversion,0.8,False,0.0,8.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.843739498385449,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,conversion,0.8,False,0.0,8.0,0.0,0.0,0.035,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.870457191735966,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,conversion,0.8,False,0.0,8.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.926362635319679,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,district_terrain,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.842764636504641,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,district_terrain,0.8,False,0.0,8.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.819036945221437,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,district_terrain,0.8,False,0.0,8.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.795314974651671,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.842764636504641,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.0,False,False,False,True,4.713082101940467,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.0,False,False,False,True,4.713082101940467,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,3.5,False,False,False,True,4.713082101940467,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,False,False,False,True,4.5989850927390155,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,False,False,False,True,4.5989850927390155,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,3.5,False,False,False,True,4.5989850927390155,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,False,False,True,4.51844480256055,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,2.0,False,False,False,True,4.51844480256055,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,regionalism,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,3.5,False,False,False,True,4.51844480256055,4.842764636504641,0.1,True,
outer_pres_2012,pres_2002|pres_2007,third,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,False,False,True,4.51844480256055,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,third,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,True,False,False,True,4.4909168346228725,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,third,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,True,False,True,4.517122843664026,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,third,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,True,True,False,True,4.489438907149507,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,False,False,True,4.51844480256055,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.15,1.0,False,False,False,True,4.125032400570466,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.1,0.15,1.0,False,False,False,True,4.115878575225201,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.15,0.15,1.0,False,False,False,True,4.111301675976664,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.15,1.0,False,False,False,True,4.10672478567939,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.25,0.15,1.0,False,False,False,True,4.102147904334785,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.35,0.15,1.0,False,False,False,True,4.0929941685091915,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.5,0.15,1.0,False,False,False,True,4.079263631950897,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.15,1.0,False,False,False,True,3.8959059191538374,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.1,0.15,1.0,False,False,False,True,3.882106436535544,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.15,0.15,1.0,False,False,False,True,3.875206736360556,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.2,0.15,1.0,False,False,False,True,3.8683070636183707,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.25,0.15,1.0,False,False,False,True,3.861407418316513,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.35,0.15,1.0,False,False,False,True,3.8652176614591562,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.5,0.15,1.0,False,False,False,True,3.873374890089368,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.15,1.0,False,False,False,True,3.6950695272173504,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.1,0.15,1.0,False,False,False,True,3.70404938616704,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.15,0.15,1.0,False,False,False,True,3.7095190792125026,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2,0.15,1.0,False,False,False,True,3.7149888282832073,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.15,1.0,False,False,False,True,3.7204586334011154,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.35,0.15,1.0,False,False,False,True,3.7313984118664387,4.51844480256055,0.1,True,
outer_pres_2012,pres_2002|pres_2007,within_bloc_transfer,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.15,1.0,False,False,False,True,3.7497118403341174,4.51844480256055,0.1,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,0.05,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,5.55022548291897,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,0.1,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,5.443059770279118,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,0.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,5.290140309172269,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,0.3,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,5.187286971414064,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,0.5,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,5.058969784653323,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.946300241134674,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,ridge_alpha,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,5.187286971414064,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,residual,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,residual,1.2,True,0.5,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.891009953105559,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,residual,1.2,True,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.815894617900031,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,residual,1.2,True,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.837118382175169,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,residual,1.2,True,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.887590819830012,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,neutral_context,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,neutral_context,1.2,False,0.0,8.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.814877132564146,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,neutral_context,1.2,False,0.0,8.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.818189867516775,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,neutral_context,1.2,False,0.0,8.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.8600119037145975,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,neutral_context,1.2,False,0.0,8.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.926861835931358,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,overlay,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,overlay,1.2,False,0.0,8.0,0.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.864753152392341,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,overlay,1.2,False,0.0,8.0,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.86353542406119,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,overlay,1.2,False,0.0,8.0,0.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.862321531520405,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,overlay,1.2,False,0.0,8.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.8599051537527425,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,overlay,1.2,False,0.0,8.0,0.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.857503821836792,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,conversion,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,conversion,1.2,False,0.0,8.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.8920259036977125,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,conversion,1.2,False,0.0,8.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.913782499786835,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,conversion,1.2,False,0.0,8.0,0.0,0.0,0.035,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.9563746463227405,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,conversion,1.2,False,0.0,8.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,5.014132793320298,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,district_terrain,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,district_terrain,1.2,False,0.0,8.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.860691619824143,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,district_terrain,1.2,False,0.0,8.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.841006956724567,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,4.880380283081185,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.0,False,False,False,True,4.801062893796985,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.0,False,False,False,True,4.801062893796985,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,3.5,False,False,False,True,4.801062893796985,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,False,False,False,True,4.7343481060999775,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,False,False,False,True,4.7343481060999775,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,3.5,False,False,False,True,4.7343481060999775,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,False,False,True,4.685780889721663,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,2.0,False,False,False,True,4.685780889721663,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,regionalism,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,3.5,False,False,False,True,4.685780889721663,4.880380283081185,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,third,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,False,False,True,4.685780889721663,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,third,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,True,False,False,True,4.652979831541358,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,third,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,True,False,True,4.683495638220624,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,third,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,True,True,False,True,4.651357799664968,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,1.0,False,False,False,True,4.685780889721663,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.15,1.0,False,False,False,True,4.389877895953324,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.1,0.15,1.0,False,False,False,True,4.380766771872273,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.15,0.15,1.0,False,False,False,True,4.376516413455677,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.15,1.0,False,False,False,True,4.372266061312602,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.25,0.15,1.0,False,False,False,True,4.3681280058934515,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.35,0.15,1.0,False,False,False,True,4.363484420371343,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.2,1.0,0.5,0.15,1.0,False,False,False,True,4.35716469465715,4.685780889721663,0.075,True,
outer_pres_2017,pres_2002|pres_2007|pres_2012,within_bloc_transfer,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.15,1.0,False,False,False,True,4.223609041711574,4.685780889721663,0.075,True,
