election_id,region_id,region_name,province,slot,candidate_name,party_name,is_active_slot,votes,vote_share
pres_2007,sido_29,광주광역시,광주광역시,alpha,기타후보 합산,,True,54569.0,0.082486
pres_2007,sido_30,대전광역시,대전광역시,A,이명박,한나라당,True,246008.0,0.362871
pres_2007,sido_30,대전광역시,대전광역시,B,정동영,대통합민주신당,True,159700.0,0.235564
pres_2007,sido_30,대전광역시,대전광역시,C,이회창,무소속,True,195957.0,0.289044
pres_2007,sido_30,대전광역시,대전광역시,alpha,기타후보 합산,,True,76283.0,0.11252
pres_2007,sido_31,울산광역시,울산광역시,A,이명박,한나라당,True,279891.0,0.53972
pres_2007,sido_31,울산광역시,울산광역시,B,정동영,대통합민주신당,True,70736.0,0.136402
pres_2007,sido_31,울산광역시,울산광역시,C,이회창,무소속,True,90905.0,0.175294
pres_2007,sido_31,울산광역시,울산광역시,alpha,기타후보 합산,,True,77054.0,0.148585
pres_2007,sido_41,경기도,경기도,A,이명박,한나라당,True,2603443.0,0.518882
pres_2007,sido_41,경기도,경기도,B,정동영,대통합민주신당,True,1181936.0,0.235567
pres_2007,sido_41,경기도,경기도,C,이회창,무소속,True,670742.0,0.133683
pres_2007,sido_41,경기도,경기도,alpha,기타후보 합산,,True,561286.0,0.111868
pres_2007,sido_42,강원특별자치도,강원특별자치도,A,이명박,한나라당,True,376004.0,0.519699
pres_2007,sido_42,강원특별자치도,강원특별자치도,B,정동영,대통합민주신당,True,136668.0,0.188898
pres_2007,sido_42,강원특별자치도,강원특별자치도,C,이회창,무소속,True,127102.0,0.175676
pres_2007,sido_42,강원특별자치도,강원특별자치도,alpha,기타후보 합산,,True,83729.0,0.115727
pres_2007,sido_43,충청북도,충청북도,A,이명박,한나라당,True,289499.0,0.415889
pres_2007,sido_43,충청북도,충청북도,B,정동영,대통합민주신당,True,165637.0,0.237951
pres_2007,sido_43,충청북도,충청북도,C,이회창,무소속,True,162750.0,0.233804
pres_2007,sido_43,충청북도,충청북도,alpha,기타후보 합산,,True,78210.0,0.112355
pres_2007,sido_44,충청남도,충청남도,A,이명박,한나라당,True,313693.0,0.342645
pres_2007,sido_44,충청남도,충청남도,B,정동영,대통합민주신당,True,192999.0,0.210812
pres_2007,sido_44,충청남도,충청남도,C,이회창,무소속,True,304259.0,0.33234
pres_2007,sido_44,충청남도,충청남도,alpha,기타후보 합산,,True,104554.0,0.114204
pres_2007,sido_45,전북특별자치도,전북특별자치도,A,이명박,한나라당,True,86149.0,0.09045
pres_2007,sido_45,전북특별자치도,전북특별자치도,B,정동영,대통합민주신당,True,777236.0,0.816037
pres_2007,sido_45,전북특별자치도,전북특별자치도,C,이회창,무소속,True,34630.0,0.036359
pres_2007,sido_45,전북특별자치도,전북특별자치도,alpha,기타후보 합산,,True,54437.0,0.057155
pres_2007,sido_46,전라남도,전라남도,A,이명박,한나라당,True,88834.0,0.092261
pres_2007,sido_46,전라남도,전라남도,B,정동영,대통합민주신당,True,757309.0,0.786528
pres_2007,sido_46,전라남도,전라남도,C,이회창,무소속,True,34790.0,0.036132
pres_2007,sido_46,전라남도,전라남도,alpha,기타후보 합산,,True,81918.0,0.085079
pres_2007,sido_47,경상북도,경상북도,A,이명박,한나라당,True,1033957.0,0.725853
pres_2007,sido_47,경상북도,경상북도,B,정동영,대통합민주신당,True,96822.0,0.06797
pres_2007,sido_47,경상북도,경상북도,C,이회창,무소속,True,195526.0,0.137262
pres_2007,sido_47,경상북도,경상북도,alpha,기타후보 합산,,True,98167.0,0.068915
pres_2007,sido_48,경상남도,경상남도,A,이명박,한나라당,True,843662.0,0.550216
pres_2007,sido_48,경상남도,경상남도,B,정동영,대통합민주신당,True,189463.0,0.123563
pres_2007,sido_48,경상남도,경상남도,C,이회창,무소속,True,329486.0,0.214883
pres_2007,sido_48,경상남도,경상남도,alpha,기타후보 합산,,True,170719.0,0.111339
pres_2007,sido_50,제주특별자치도,제주특별자치도,A,이명박,한나라당,True,96495.0,0.386719
pres_2007,sido_50,제주특별자치도,제주특별자치도,B,정동영,대통합민주신당,True,81570.0,0.326905
pres_2007,sido_50,제주특별자치도,제주특별자치도,C,이회창,무소속,True,37495.0,0.150267
pres_2007,sido_50,제주특별자치도,제주특별자치도,alpha,기타후보 합산,,True,33962.0,0.136108
pres_2012,sido_11,서울특별시,서울특별시,A,박근혜,새누리당,True,3024572.0,0.481873
pres_2012,sido_11,서울특별시,서울특별시,B,문재인,민주통합당,True,3227639.0,0.514226
pres_2012,sido_11,서울특별시,서울특별시,C,강지원,무소속,False,11829.0,0.001885
pres_2012,sido_11,서울특별시,서울특별시,alpha,기타후보 합산,,True,12659.0,0.002017
pres_2012,sido_26,부산광역시,부산광역시,A,박근혜,새누리당,True,1324159.0,0.598245
pres_2012,sido_26,부산광역시,부산광역시,B,문재인,민주통합당,True,882511.0,0.398712
pres_2012,sido_26,부산광역시,부산광역시,C,강지원,무소속,False,2878.0,0.0013
pres_2012,sido_26,부산광역시,부산광역시,alpha,기타후보 합산,,True,3857.0,0.001743
pres_2012,sido_27,대구광역시,대구광역시,A,박근혜,새누리당,True,1267789.0,0.801465
pres_2012,sido_27,대구광역시,대구광역시,B,문재인,민주통합당,True,309034.0,0.195364
pres_2012,sido_27,대구광역시,대구광역시,C,강지원,무소속,False,2043.0,0.001292
pres_2012,sido_27,대구광역시,대구광역시,alpha,기타후보 합산,,True,2974.0,0.00188
pres_2012,sido_28,인천광역시,인천광역시,A,박근혜,새누리당,True,852600.0,0.5158
pres_2012,sido_28,인천광역시,인천광역시,B,문재인,민주통합당,True,794213.0,0.480478
pres_2012,sido_28,인천광역시,인천광역시,C,강지원,무소속,False,2730.0,0.001652
pres_2012,sido_28,인천광역시,인천광역시,alpha,기타후보 합산,,True,3423.0,0.002071
pres_2012,sido_29,광주광역시,광주광역시,A,박근혜,새누리당,True,69574.0,0.077685
pres_2012,sido_29,광주광역시,광주광역시,B,문재인,민주통합당,True,823737.0,0.919774
pres_2012,sido_29,광주광역시,광주광역시,C,강지원,무소속,False,1113.0,0.001243
pres_2012,sido_29,광주광역시,광주광역시,alpha,기타후보 합산,,True,1162.0,0.001297
pres_2012,sido_30,대전광역시,대전광역시,A,박근혜,새누리당,True,450576.0,0.499598
pres_2012,sido_30,대전광역시,대전광역시,B,문재인,민주통합당,True,448310.0,0.497085
pres_2012,sido_30,대전광역시,대전광역시,C,강지원,무소속,False,1291.0,0.001431
pres_2012,sido_30,대전광역시,대전광역시,alpha,기타후보 합산,,True,1701.0,0.001886
pres_2012,sido_31,울산광역시,울산광역시,A,박근혜,새누리당,True,413977.0,0.597859
pres_2012,sido_31,울산광역시,울산광역시,B,문재인,민주통합당,True,275451.0,0.397802
pres_2012,sido_31,울산광역시,울산광역시,C,강지원,무소속,False,898.0,0.001297
pres_2012,sido_31,울산광역시,울산광역시,alpha,기타후보 합산,,True,2107.0,0.003043
pres_2012,sido_36,세종특별자치시,세종특별자치시,A,박근혜,새누리당,True,33587.0,0.519143
pres_2012,sido_36,세종특별자치시,세종특별자치시,B,문재인,민주통합당,True,30787.0,0.475864
pres_2012,sido_36,세종특별자치시,세종특별자치시,C,강지원,무소속,False,99.0,0.00153
pres_2012,sido_36,세종특별자치시,세종특별자치시,alpha,기타후보 합산,,True,224.0,0.003462
pres_2012,sido_41,경기도,경기도,A,박근혜,새누리당,True,3528915.0,0.504367
pres_2012,sido_41,경기도,경기도,B,문재인,민주통합당,True,3442084.0,0.491957
pres_2012,sido_41,경기도,경기도,C,강지원,무소속,False,12577.0,0.001798
pres_2012,sido_41,경기도,경기도,alpha,기타후보 합산,,True,13147.0,0.001879
pres_2012,sido_42,강원특별자치도,강원특별자치도,A,박근혜,새누리당,True,562876.0,0.619734
pres_2012,sido_42,강원특별자치도,강원특별자치도,B,문재인,민주통합당,True,340870.0,0.375303
pres_2012,sido_42,강원특별자치도,강원특별자치도,C,강지원,무소속,False,1514.0,0.001667
pres_2012,sido_42,강원특별자치도,강원특별자치도,alpha,기타후보 합산,,True,2994.0,0.003296
pres_2012,sido_43,충청북도,충청북도,A,박근혜,새누리당,True,518442.0,0.562269
pres_2012,sido_43,충청북도,충청북도,B,문재인,민주통합당,True,398907.0,0.432629
pres_2012,sido_43,충청북도,충청북도,C,강지원,무소속,False,1511.0,0.001639
pres_2012,sido_43,충청북도,충청북도,alpha,기타후보 합산,,True,3193.0,0.003463
pres_2012,sido_44,충청남도,충청남도,A,박근혜,새누리당,True,658928.0,0.566607
pres_2012,sido_44,충청남도,충청남도,B,문재인,민주통합당,True,497630.0,0.427908
pres_2012,sido_44,충청남도,충청남도,C,강지원,무소속,False,1976.0,0.001699
pres_2012,sido_44,충청남도,충청남도,alpha,기타후보 합산,,True,4402.0,0.003785
pres_2012,sido_45,전북특별자치도,전북특별자치도,A,박근혜,새누리당,True,150315.0,0.132253
pres_2012,sido_45,전북특별자치도,전북특별자치도,B,문재인,민주통합당,True,980322.0,0.862523
pres_2012,sido_45,전북특별자치도,전북특별자치도,C,강지원,무소속,False,3066.0,0.002698
pres_2012,sido_45,전북특별자치도,전북특별자치도,alpha,기타후보 합산,,True,2872.0,0.002527
pres_2012,sido_46,전라남도,전라남도,A,박근혜,새누리당,True,116296.0,0.1
pres_2012,sido_46,전라남도,전라남도,B,문재인,민주통합당,True,1038347.0,0.892849
pres_2012,sido_46,전라남도,전라남도,C,강지원,무소속,False,4338.0,0.00373
pres_2012,sido_46,전라남도,전라남도,alpha,기타후보 합산,,True,3978.0,0.003421
pres_2012,sido_47,경상북도,경상북도,A,박근혜,새누리당,True,1375164.0,0.808202
pres_2012,sido_47,경상북도,경상북도,B,문재인,민주통합당,True,316659.0,0.186105
pres_2012,sido_47,경상북도,경상북도,C,강지원,무소속,False,2119.0,0.001245
pres_2012,sido_47,경상북도,경상북도,alpha,기타후보 합산,,True,7569.0,0.004448
pres_2012,sido_48,경상남도,경상남도,A,박근혜,새누리당,True,1259174.0,0.631237
pres_2012,sido_48,경상남도,경상남도,B,문재인,민주통합당,True,724896.0,0.363398
pres_2012,sido_48,경상남도,경상남도,C,강지원,무소속,False,2654.0,0.00133
pres_2012,sido_48,경상남도,경상남도,alpha,기타후보 합산,,True,8047.0,0.004034
pres_2012,sido_50,제주특별자치도,제주특별자치도,A,박근혜,새누리당,True,166184.0,0.504605
pres_2012,sido_50,제주특별자치도,제주특별자치도,B,문재인,민주통합당,True,161235.0,0.489577
pres_2012,sido_50,제주특별자치도,제주특별자치도,C,강지원,무소속,False,667.0,0.002025
pres_2012,sido_50,제주특별자치도,제주특별자치도,alpha,기타후보 합산,,True,1249.0,0.003792
pres_2017,sido_11,서울특별시,서울특별시,A,문재인,더불어민주당,True,2781345.0,0.42341
pres_2017,sido_11,서울특별시,서울특별시,B,홍준표,자유한국당,True,1365285.0,0.20784
pres_2017,sido_11,서울특별시,서울특별시,C,안철수,국민의당,True,1492767.0,0.227247
pres_2017,sido_11,서울특별시,서울특별시,alpha,기타후보 합산,,True,929520.0,0.141503
pres_2017,sido_26,부산광역시,부산광역시,A,문재인,더불어민주당,True,872127.0,0.387146
pres_2017,sido_26,부산광역시,부산광역시,B,홍준표,자유한국당,True,720484.0,0.31983
pres_2017,sido_26,부산광역시,부산광역시,C,안철수,국민의당,True,378907.0,0.168201
pres_2017,sido_26,부산광역시,부산광역시,alpha,기타후보 합산,,True,281191.0,0.124823
pres_2017,sido_27,대구광역시,대구광역시,A,문재인,더불어민주당,True,342620.0,0.217623
pres_2017,sido_27,대구광역시,대구광역시,B,홍준표,자유한국당,True,714205.0,0.453643
pres_2017,sido_27,대구광역시,대구광역시,C,안철수,국민의당,True,235757.0,0.149746
pres_2017,sido_27,대구광역시,대구광역시,alpha,기타후보 합산,,True,281794.0,0.178988
pres_2017,sido_28,인천광역시,인천광역시,A,문재인,더불어민주당,True,747090.0,0.412082
pres_2017,sido_28,인천광역시,인천광역시,B,홍준표,자유한국당,True,379191.0,0.209155
pres_2017,sido_28,인천광역시,인천광역시,C,안철수,국민의당,True,428888.0,0.236567
pres_2017,sido_28,인천광역시,인천광역시,alpha,기타후보 합산,,True,257794.0,0.142195
pres_2017,sido_29,광주광역시,광주광역시,A,문재인,더불어민주당,True,583847.0,0.611466
pres_2017,sido_29,광주광역시,광주광역시,B,홍준표,자유한국당,True,14882.0,0.015586
pres_2017,sido_29,광주광역시,광주광역시,C,안철수,국민의당,True,287222.0,0.300809
pres_2017,sido_29,광주광역시,광주광역시,alpha,기타후보 합산,,True,68881.0,0.072139
pres_2017,sido_30,대전광역시,대전광역시,A,문재인,더불어민주당,True,404545.0,0.429316
pres_2017,sido_30,대전광역시,대전광역시,B,홍준표,자유한국당,True,191376.0,0.203094
pres_2017,sido_30,대전광역시,대전광역시,C,안철수,국민의당,True,218769.0,0.232165
pres_2017,sido_30,대전광역시,대전광역시,alpha,기타후보 합산,,True,127611.0,0.135425
pres_2017,sido_31,울산광역시,울산광역시,A,문재인,더불어민주당,True,282794.0,0.381452
pres_2017,sido_31,울산광역시,울산광역시,B,홍준표,자유한국당,True,203602.0,0.274632
pres_2017,sido_31,울산광역시,울산광역시,C,안철수,국민의당,True,128520.0,0.173357
pres_2017,sido_31,울산광역시,울산광역시,alpha,기타후보 합산,,True,126446.0,0.170559
pres_2017,sido_36,세종특별자치시,세종특별자치시,A,문재인,더불어민주당,True,77767.0,0.510829
pres_2017,sido_36,세종특별자치시,세종특별자치시,B,홍준표,자유한국당,True,23211.0,0.152466
pres_2017,sido_36,세종특별자치시,세종특별자치시,C,안철수,국민의당,True,32010.0,0.210264
pres_2017,sido_36,세종특별자치시,세종특별자치시,alpha,기타후보 합산,,True,19249.0,0.126441
pres_2017,sido_41,경기도,경기도,A,문재인,더불어민주당,True,3319812.0,0.420888
pres_2017,sido_41,경기도,경기도,B,홍준표,자유한국당,True,1637345.0,0.207584
pres_2017,sido_41,경기도,경기도,C,안철수,국민의당,True,1807308.0,0.229132
pres_2017,sido_41,경기도,경기도,alpha,기타후보 합산,,True,1123180.0,0.142397
pres_2017,sido_42,강원특별자치도,강원특별자치도,A,문재인,더불어민주당,True,324768.0,0.341632
pres_2017,sido_42,강원특별자치도,강원특별자치도,B,홍준표,자유한국당,True,284909.0,0.299704
pres_2017,sido_42,강원특별자치도,강원특별자치도,C,안철수,국민의당,True,206840.0,0.217581
pres_2017,sido_42,강원특별자치도,강원특별자치도,alpha,기타후보 합산,,True,134119.0,0.141083
pres_2017,sido_43,충청북도,충청북도,A,문재인,더불어민주당,True,374806.0,0.386175
pres_2017,sido_43,충청북도,충청북도,B,홍준표,자유한국당,True,255502.0,0.263252
pres_2017,sido_43,충청북도,충청북도,C,안철수,국민의당,True,211454.0,0.217868
pres_2017,sido_43,충청북도,충청북도,alpha,기타후보 합산,,True,128797.0,0.132704
pres_2017,sido_44,충청남도,충청남도,A,문재인,더불어민주당,True,476661.0,0.38629
pres_2017,sido_44,충청남도,충청남도,B,홍준표,자유한국당,True,306614.0,0.248483
pres_2017,sido_44,충청남도,충청남도,C,안철수,국민의당,True,290216.0,0.235193
pres_2017,sido_44,충청남도,충청남도,alpha,기타후보 합산,,True,160455.0,0.130034
pres_2017,sido_45,전북특별자치도,전북특별자치도,A,문재인,더불어민주당,True,778747.0,0.648414
pres_2017,sido_45,전북특별자치도,전북특별자치도,B,홍준표,자유한국당,True,40231.0,0.033498
pres_2017,sido_45,전북특별자치도,전북특별자치도,C,안철수,국민의당,True,285467.0,0.23769
pres_2017,sido_45,전북특별자치도,전북특별자치도,alpha,기타후보 합산,,True,96558.0,0.080398
pres_2017,sido_46,전라남도,전라남도,A,문재인,더불어민주당,True,737921.0,0.598762
pres_2017,sido_46,전라남도,전라남도,B,홍준표,자유한국당,True,30221.0,0.024522
pres_2017,sido_46,전라남도,전라남도,C,안철수,국민의당,True,378179.0,0.306861
pres_2017,sido_46,전라남도,전라남도,alpha,기타후보 합산,,True,86091.0,0.069856
pres_2017,sido_47,경상북도,경상북도,A,문재인,더불어민주당,True,369726.0,0.217329
pres_2017,sido_47,경상북도,경상북도,B,홍준표,자유한국당,True,827237.0,0.486259
pres_2017,sido_47,경상북도,경상북도,C,안철수,국민의당,True,253905.0,0.149248
pres_2017,sido_47,경상북도,경상북도,alpha,기타후보 합산,,True,250358.0,0.147163
pres_2017,sido_48,경상남도,경상남도,A,문재인,더불어민주당,True,779731.0,0.36734
pres_2017,sido_48,경상남도,경상남도,B,홍준표,자유한국당,True,790491.0,0.37241
pres_2017,sido_48,경상남도,경상남도,C,안철수,국민의당,True,284272.0,0.133924
pres_2017,sido_48,경상남도,경상남도,alpha,기타후보 합산,,True,268145.0,0.126326
pres_2017,sido_50,제주특별자치도,제주특별자치도,A,문재인,더불어민주당,True,169493.0,0.455122
pres_2017,sido_50,제주특별자치도,제주특별자치도,B,홍준표,자유한국당,True,68063.0,0.182763
pres_2017,sido_50,제주특별자치도,제주특별자치도,C,안철수,국민의당,True,77861.0,0.209072
pres_2017,sido_50,제주특별자치도,제주특별자치도,alpha,기타후보 합산,,True,56995.0,0.153043
pres_2022,sido_11,서울특별시,서울특별시,A,윤석열,국민의힘,True,3255747.0,0.505618
pres_2022,sido_11,서울특별시,서울특별시,B,이재명,더불어민주당,True,2944981.0,0.457356
pres_2022,sido_11,서울특별시,서울특별시,C,심상정,정의당,True,180324.0,0.028004
pres_2022,sido_11,서울특별시,서울특별시,alpha,기타후보 합산,,True,58087.0,0.009021
pres_2022,sido_26,부산광역시,부산광역시,A,윤석열,국민의힘,True,1270072.0,0.582554
pres_2022,sido_26,부산광역시,부산광역시,B,이재명,더불어민주당,True,831896.0,0.381573
pres_2022,sido_26,부산광역시,부산광역시,C,심상정,정의당,True,47541.0,0.021806
pres_2022,sido_26,부산광역시,부산광역시,alpha,기타후보 합산,,True,30669.0,0.014067
pres_2022,sido_27,대구광역시,대구광역시,A,윤석열,국민의힘,True,1199888.0,0.75143
pres_2022,sido_27,대구광역시,대구광역시,B,이재명,더불어민주당,True,345045.0,0.216084
pres_2022,sido_27,대구광역시,대구광역시,C,심상정,정의당,True,31131.0,0.019496
pres_2022,sido_27,대구광역시,대구광역시,alpha,기타후보 합산,,True,20742.0,0.01299
pres_2022,sido_28,인천광역시,인천광역시,A,윤석열,국민의힘,True,878560.0,0.47056
pres_2022,sido_28,인천광역시,인천광역시,B,이재명,더불어민주당,True,913320.0,0.489177
pres_2022,sido_28,인천광역시,인천광역시,C,심상정,정의당,True,51852.0,0.027772
pres_2022,sido_28,인천광역시,인천광역시,alpha,기타후보 합산,,True,23322.0,0.012491
pres_2022,sido_29,광주광역시,광주광역시,A,윤석열,국민의힘,True,124511.0,0.127234
pres_2022,sido_29,광주광역시,광주광역시,B,이재명,더불어민주당,True,830058.0,0.848209
pres_2022,sido_29,광주광역시,광주광역시,C,심상정,정의당,True,14865.0,0.01519
pres_2022,sido_29,광주광역시,광주광역시,alpha,기타후보 합산,,True,9167.0,0.009367
pres_2022,sido_30,대전광역시,대전광역시,A,윤석열,국민의힘,True,464060.0,0.495578
pres_2022,sido_30,대전광역시,대전광역시,B,이재명,더불어민주당,True,434950.0,0.464491
pres_2022,sido_30,대전광역시,대전광역시,C,심상정,정의당,True,25445.0,0.027173
pres_2022,sido_30,대전광역시,대전광역시,alpha,기타후보 합산,,True,11946.0,0.012757
pres_2022,sido_31,울산광역시,울산광역시,A,윤석열,국민의힘,True,396321.0,0.544105
pres_2022,sido_31,울산광역시,울산광역시,B,이재명,더불어민주당,True,297134.0,0.407933
pres_2022,sido_31,울산광역시,울산광역시,C,심상정,정의당,True,21292.0,0.029232
pres_2022,sido_31,울산광역시,울산광역시,alpha,기타후보 합산,,True,13643.0,0.01873
pres_2022,sido_36,세종특별자치시,세종특별자치시,A,윤석열,국민의힘,True,101491.0,0.441474
pres_2022,sido_36,세종특별자치시,세종특별자치시,B,이재명,더불어민주당,True,119349.0,0.519155
