task_id,source_id,date,category_id,page,status,last_error,output_file
yonhap_20010121_economy_p001,yonhap,2001-01-21,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010121_society_p001,yonhap,2001-01-21,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010122_all_p001,yonhap,2001-01-22,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010122_politics_p001,yonhap,2001-01-22,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010122_economy_p001,yonhap,2001-01-22,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010122_society_p001,yonhap,2001-01-22,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010123_all_p001,yonhap,2001-01-23,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010123_politics_p001,yonhap,2001-01-23,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010123_economy_p001,yonhap,2001-01-23,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010123_society_p001,yonhap,2001-01-23,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010124_all_p001,yonhap,2001-01-24,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010124_politics_p001,yonhap,2001-01-24,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010124_economy_p001,yonhap,2001-01-24,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010124_society_p001,yonhap,2001-01-24,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010125_all_p001,yonhap,2001-01-25,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010125_politics_p001,yonhap,2001-01-25,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010125_economy_p001,yonhap,2001-01-25,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010125_society_p001,yonhap,2001-01-25,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010126_all_p001,yonhap,2001-01-26,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010126_politics_p001,yonhap,2001-01-26,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010126_economy_p001,yonhap,2001-01-26,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010126_society_p001,yonhap,2001-01-26,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010127_all_p001,yonhap,2001-01-27,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010127_politics_p001,yonhap,2001-01-27,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010127_economy_p001,yonhap,2001-01-27,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010127_society_p001,yonhap,2001-01-27,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010128_all_p001,yonhap,2001-01-28,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010128_politics_p001,yonhap,2001-01-28,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010128_economy_p001,yonhap,2001-01-28,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010128_society_p001,yonhap,2001-01-28,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010129_all_p001,yonhap,2001-01-29,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010129_politics_p001,yonhap,2001-01-29,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010129_economy_p001,yonhap,2001-01-29,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010129_society_p001,yonhap,2001-01-29,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010130_all_p001,yonhap,2001-01-30,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010130_politics_p001,yonhap,2001-01-30,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010130_economy_p001,yonhap,2001-01-30,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010130_society_p001,yonhap,2001-01-30,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010131_all_p001,yonhap,2001-01-31,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010131_politics_p001,yonhap,2001-01-31,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010131_economy_p001,yonhap,2001-01-31,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010131_society_p001,yonhap,2001-01-31,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=01\part.jsonl
yonhap_20010201_all_p001,yonhap,2001-02-01,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010201_politics_p001,yonhap,2001-02-01,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010201_economy_p001,yonhap,2001-02-01,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010201_society_p001,yonhap,2001-02-01,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010202_all_p001,yonhap,2001-02-02,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010202_politics_p001,yonhap,2001-02-02,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010202_economy_p001,yonhap,2001-02-02,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010202_society_p001,yonhap,2001-02-02,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010203_all_p001,yonhap,2001-02-03,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010203_politics_p001,yonhap,2001-02-03,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010203_economy_p001,yonhap,2001-02-03,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010203_society_p001,yonhap,2001-02-03,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010204_all_p001,yonhap,2001-02-04,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010204_politics_p001,yonhap,2001-02-04,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010204_economy_p001,yonhap,2001-02-04,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010204_society_p001,yonhap,2001-02-04,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010205_all_p001,yonhap,2001-02-05,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010205_politics_p001,yonhap,2001-02-05,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010205_economy_p001,yonhap,2001-02-05,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010205_society_p001,yonhap,2001-02-05,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010206_all_p001,yonhap,2001-02-06,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010206_politics_p001,yonhap,2001-02-06,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010206_economy_p001,yonhap,2001-02-06,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010206_society_p001,yonhap,2001-02-06,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010207_all_p001,yonhap,2001-02-07,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010207_politics_p001,yonhap,2001-02-07,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010207_economy_p001,yonhap,2001-02-07,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010207_society_p001,yonhap,2001-02-07,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010208_all_p001,yonhap,2001-02-08,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010208_politics_p001,yonhap,2001-02-08,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010208_economy_p001,yonhap,2001-02-08,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010208_society_p001,yonhap,2001-02-08,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010209_all_p001,yonhap,2001-02-09,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010209_politics_p001,yonhap,2001-02-09,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010209_economy_p001,yonhap,2001-02-09,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010209_society_p001,yonhap,2001-02-09,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010210_all_p001,yonhap,2001-02-10,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010210_politics_p001,yonhap,2001-02-10,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010210_economy_p001,yonhap,2001-02-10,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010210_society_p001,yonhap,2001-02-10,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010211_all_p001,yonhap,2001-02-11,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010211_politics_p001,yonhap,2001-02-11,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010211_economy_p001,yonhap,2001-02-11,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010211_society_p001,yonhap,2001-02-11,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010212_all_p001,yonhap,2001-02-12,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010212_politics_p001,yonhap,2001-02-12,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010212_economy_p001,yonhap,2001-02-12,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010212_society_p001,yonhap,2001-02-12,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010213_all_p001,yonhap,2001-02-13,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010213_politics_p001,yonhap,2001-02-13,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010213_economy_p001,yonhap,2001-02-13,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010213_society_p001,yonhap,2001-02-13,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010214_all_p001,yonhap,2001-02-14,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010214_politics_p001,yonhap,2001-02-14,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010214_economy_p001,yonhap,2001-02-14,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010214_society_p001,yonhap,2001-02-14,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010215_all_p001,yonhap,2001-02-15,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010215_politics_p001,yonhap,2001-02-15,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010215_economy_p001,yonhap,2001-02-15,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010215_society_p001,yonhap,2001-02-15,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010216_all_p001,yonhap,2001-02-16,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010216_politics_p001,yonhap,2001-02-16,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010216_economy_p001,yonhap,2001-02-16,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010216_society_p001,yonhap,2001-02-16,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010217_all_p001,yonhap,2001-02-17,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010217_politics_p001,yonhap,2001-02-17,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010217_economy_p001,yonhap,2001-02-17,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010217_society_p001,yonhap,2001-02-17,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010218_all_p001,yonhap,2001-02-18,all,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010218_politics_p001,yonhap,2001-02-18,politics,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010218_economy_p001,yonhap,2001-02-18,economy,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
yonhap_20010218_society_p001,yonhap,2001-02-18,society,1,pending,,data\raw_lake\source_archive\source=yonhap\year=2001\month=02\part.jsonl
