election_id,slot,issue_name,mentions,emphasis_volume,emphasis_within,available_date
pres_2007,C,regional_dev,1.4,0.0009,0.0324,2007-12-18
pres_2007,C,security_nk,15.999999999999998,0.01,0.3697,2007-12-18
pres_2007,C,unification_event,0.35,0.0002,0.0081,2007-12-18
pres_2007,C,welfare_pension,1.75,0.0011,0.0404,2007-12-18
pres_2007,alpha,candidate_competence,358.8000000000003,0.2253,0.0355,2007-12-18
pres_2007,alpha,corruption_integrity,1592.424999999998,1.0,0.1575,2007-12-18
pres_2007,alpha,economy_growth,1491.574999999994,0.9367,0.1476,2007-12-18
pres_2007,alpha,education,1144.0499999999952,0.7184,0.1132,2007-12-18
pres_2007,alpha,endorsement_event,299.2750000000002,0.1879,0.0296,2007-12-18
pres_2007,alpha,external_shock,154.0,0.0967,0.0152,2007-12-18
pres_2007,alpha,family_legal_risk,320.20000000000016,0.2011,0.0317,2007-12-18
pres_2007,alpha,foreign_policy,327.4500000000002,0.2056,0.0324,2007-12-18
pres_2007,alpha,gaffe_event,53.95,0.0339,0.0053,2007-12-18
pres_2007,alpha,gender_generation,227.4,0.1428,0.0225,2007-12-18
pres_2007,alpha,housing,212.55000000000007,0.1335,0.021,2007-12-18
pres_2007,alpha,inflation_livelihood,174.10000000000002,0.1093,0.0172,2007-12-18
pres_2007,alpha,jobs_labor,820.0250000000001,0.515,0.0811,2007-12-18
pres_2007,alpha,regime_change,56.59999999999999,0.0355,0.0056,2007-12-18
pres_2007,alpha,regional_dev,1285.1249999999975,0.807,0.1271,2007-12-18
pres_2007,alpha,security_nk,630.8000000000002,0.3961,0.0624,2007-12-18
pres_2007,alpha,unification_event,35.55,0.0223,0.0035,2007-12-18
pres_2007,alpha,welfare_pension,895.4499999999991,0.5623,0.0886,2007-12-18
pres_2007,alpha,withdrawal_event,28.225,0.0177,0.0028,2007-12-18
pres_2012,A,candidate_competence,308.075,0.2175,0.0363,2012-12-18
pres_2012,A,corruption_integrity,643.9499999999977,0.4547,0.0758,2012-12-18
pres_2012,A,economy_growth,1261.8750000000011,0.891,0.1486,2012-12-18
pres_2012,A,education,929.8499999999937,0.6565,0.1095,2012-12-18
pres_2012,A,endorsement_event,209.50000000000028,0.1479,0.0247,2012-12-18
pres_2012,A,external_shock,208.8000000000001,0.1474,0.0246,2012-12-18
pres_2012,A,family_legal_risk,305.8500000000002,0.216,0.036,2012-12-18
pres_2012,A,foreign_policy,435.5749999999998,0.3075,0.0513,2012-12-18
pres_2012,A,gaffe_event,89.52499999999999,0.0632,0.0105,2012-12-18
pres_2012,A,gender_generation,220.55,0.1557,0.026,2012-12-18
pres_2012,A,housing,137.60000000000005,0.0972,0.0162,2012-12-18
pres_2012,A,inflation_livelihood,272.54999999999995,0.1924,0.0321,2012-12-18
pres_2012,A,jobs_labor,773.8499999999983,0.5464,0.0911,2012-12-18
pres_2012,A,regime_change,46.54999999999999,0.0329,0.0055,2012-12-18
pres_2012,A,regional_dev,1156.4249999999963,0.8165,0.1362,2012-12-18
pres_2012,A,security_nk,669.2749999999994,0.4726,0.0788,2012-12-18
pres_2012,A,unification_event,57.39999999999999,0.0405,0.0068,2012-12-18
pres_2012,A,welfare_pension,736.7999999999985,0.5202,0.0867,2012-12-18
pres_2012,A,withdrawal_event,29.75,0.021,0.0035,2012-12-18
pres_2012,B,candidate_competence,393.7999999999995,0.278,0.0375,2012-12-18
pres_2012,B,corruption_integrity,1195.0750000000005,0.8438,0.1138,2012-12-18
pres_2012,B,economy_growth,1416.3000000000084,1.0,0.1349,2012-12-18
pres_2012,B,education,1203.4999999999998,0.8497,0.1146,2012-12-18
pres_2012,B,endorsement_event,242.3250000000004,0.1711,0.0231,2012-12-18
pres_2012,B,external_shock,221.80000000000013,0.1566,0.0211,2012-12-18
pres_2012,B,family_legal_risk,385.4499999999993,0.2722,0.0367,2012-12-18
pres_2012,B,foreign_policy,504.2749999999992,0.3561,0.048,2012-12-18
pres_2012,B,gaffe_event,117.9,0.0832,0.0112,2012-12-18
pres_2012,B,gender_generation,202.50000000000003,0.143,0.0193,2012-12-18
pres_2012,B,housing,169.4750000000001,0.1197,0.0161,2012-12-18
pres_2012,B,inflation_livelihood,322.8000000000001,0.2279,0.0307,2012-12-18
pres_2012,B,jobs_labor,1132.4999999999984,0.7996,0.1078,2012-12-18
pres_2012,B,regime_change,102.85,0.0726,0.0098,2012-12-18
pres_2012,B,regional_dev,1119.4999999999984,0.7904,0.1066,2012-12-18
pres_2012,B,security_nk,724.4499999999992,0.5115,0.069,2012-12-18
pres_2012,B,unification_event,51.19999999999998,0.0362,0.0049,2012-12-18
pres_2012,B,welfare_pension,930.3999999999996,0.6569,0.0886,2012-12-18
pres_2012,B,withdrawal_event,66.27499999999998,0.0468,0.0063,2012-12-18
pres_2012,alpha,candidate_competence,33.0,0.0233,0.0206,2012-12-18
pres_2012,alpha,corruption_integrity,119.67500000000004,0.0845,0.0748,2012-12-18
pres_2012,alpha,economy_growth,199.47500000000016,0.1408,0.1247,2012-12-18
pres_2012,alpha,education,229.7000000000002,0.1622,0.1436,2012-12-18
pres_2012,alpha,endorsement_event,32.24999999999999,0.0228,0.0202,2012-12-18
pres_2012,alpha,external_shock,24.9,0.0176,0.0156,2012-12-18
pres_2012,alpha,family_legal_risk,49.04999999999999,0.0346,0.0307,2012-12-18
pres_2012,alpha,foreign_policy,24.925,0.0176,0.0156,2012-12-18
pres_2012,alpha,gaffe_event,11.825,0.0083,0.0074,2012-12-18
pres_2012,alpha,gender_generation,37.2,0.0263,0.0232,2012-12-18
pres_2012,alpha,housing,36.15,0.0255,0.0226,2012-12-18
pres_2012,alpha,inflation_livelihood,25.25,0.0178,0.0158,2012-12-18
pres_2012,alpha,jobs_labor,353.975,0.2499,0.2212,2012-12-18
pres_2012,alpha,regime_change,10.3,0.0073,0.0064,2012-12-18
pres_2012,alpha,regional_dev,183.725,0.1297,0.1148,2012-12-18
pres_2012,alpha,security_nk,42.87499999999999,0.0303,0.0268,2012-12-18
pres_2012,alpha,unification_event,6.0,0.0042,0.0037,2012-12-18
pres_2012,alpha,welfare_pension,165.0,0.1165,0.1031,2012-12-18
pres_2012,alpha,withdrawal_event,14.825,0.0105,0.0093,2012-12-18
pres_2017,A,candidate_competence,69.95000000000003,0.2203,0.0298,2017-05-08
pres_2017,A,corruption_integrity,273.8249999999999,0.8625,0.1167,2017-05-08
pres_2017,A,economy_growth,228.74999999999983,0.7205,0.0975,2017-05-08
pres_2017,A,education,282.64999999999986,0.8903,0.1204,2017-05-08
pres_2017,A,endorsement_event,61.52500000000001,0.1938,0.0262,2017-05-08
pres_2017,A,external_shock,49.400000000000034,0.1556,0.021,2017-05-08
pres_2017,A,family_legal_risk,72.55000000000001,0.2285,0.0309,2017-05-08
pres_2017,A,foreign_policy,317.47499999999985,1.0,0.1352,2017-05-08
pres_2017,A,gaffe_event,28.95,0.0912,0.0123,2017-05-08
pres_2017,A,gender_generation,65.65000000000002,0.2068,0.028,2017-05-08
pres_2017,A,housing,57.075,0.1798,0.0243,2017-05-08
pres_2017,A,inflation_livelihood,57.35000000000003,0.1806,0.0244,2017-05-08
pres_2017,A,jobs_labor,138.00000000000006,0.4347,0.0588,2017-05-08
pres_2017,A,regime_change,25.125,0.0791,0.0107,2017-05-08
pres_2017,A,regional_dev,167.17500000000015,0.5266,0.0712,2017-05-08
pres_2017,A,security_nk,225.325,0.7097,0.096,2017-05-08
pres_2017,A,unification_event,6.05,0.0191,0.0026,2017-05-08
pres_2017,A,welfare_pension,197.94999999999965,0.6235,0.0843,2017-05-08
pres_2017,A,withdrawal_event,22.574999999999992,0.0711,0.0096,2017-05-08
pres_2017,B,candidate_competence,55.19999999999999,0.1739,0.0378,2017-05-08
pres_2017,B,corruption_integrity,100.92500000000004,0.3179,0.0691,2017-05-08
pres_2017,B,economy_growth,174.4750000000001,0.5496,0.1195,2017-05-08
pres_2017,B,education,196.0,0.6174,0.1343,2017-05-08
pres_2017,B,endorsement_event,35.89999999999999,0.1131,0.0246,2017-05-08
pres_2017,B,external_shock,34.79999999999999,0.1096,0.0238,2017-05-08
pres_2017,B,family_legal_risk,44.54999999999999,0.1403,0.0305,2017-05-08
pres_2017,B,foreign_policy,180.17500000000004,0.5675,0.1234,2017-05-08
pres_2017,B,gaffe_event,9.175,0.0289,0.0063,2017-05-08
pres_2017,B,gender_generation,31.15,0.0981,0.0213,2017-05-08
pres_2017,B,housing,34.39999999999999,0.1084,0.0236,2017-05-08
pres_2017,B,inflation_livelihood,29.5,0.0929,0.0202,2017-05-08
pres_2017,B,jobs_labor,108.55000000000004,0.3419,0.0744,2017-05-08
pres_2017,B,regime_change,31.375,0.0988,0.0215,2017-05-08
pres_2017,B,regional_dev,132.35000000000005,0.4169,0.0907,2017-05-08
pres_2017,B,security_nk,159.825,0.5034,0.1095,2017-05-08
pres_2017,B,unification_event,3.5,0.011,0.0024,2017-05-08
pres_2017,B,welfare_pension,96.70000000000005,0.3046,0.0662,2017-05-08
pres_2017,B,withdrawal_event,1.35,0.0043,0.0009,2017-05-08
pres_2017,C,candidate_competence,9.85,0.031,0.0175,2017-05-08
pres_2017,C,corruption_integrity,50.05,0.1577,0.0888,2017-05-08
pres_2017,C,economy_growth,97.07500000000002,0.3058,0.1723,2017-05-08
pres_2017,C,education,71.94999999999997,0.2266,0.1277,2017-05-08
pres_2017,C,endorsement_event,11.949999999999998,0.0376,0.0212,2017-05-08
pres_2017,C,external_shock,8.65,0.0272,0.0154,2017-05-08
pres_2017,C,family_legal_risk,16.45,0.0518,0.0292,2017-05-08
pres_2017,C,foreign_policy,50.07499999999999,0.1577,0.0889,2017-05-08
pres_2017,C,gaffe_event,8.1,0.0255,0.0144,2017-05-08
pres_2017,C,gender_generation,9.9,0.0312,0.0176,2017-05-08
pres_2017,C,housing,12.199999999999998,0.0384,0.0217,2017-05-08
pres_2017,C,inflation_livelihood,20.95,0.066,0.0372,2017-05-08
pres_2017,C,jobs_labor,32.29999999999999,0.1017,0.0573,2017-05-08
pres_2017,C,regime_change,7.175,0.0226,0.0127,2017-05-08
pres_2017,C,regional_dev,52.8,0.1663,0.0937,2017-05-08
pres_2017,C,security_nk,48.55,0.1529,0.0862,2017-05-08
pres_2017,C,unification_event,3.25,0.0102,0.0058,2017-05-08
pres_2017,C,welfare_pension,47.15,0.1485,0.0837,2017-05-08
pres_2017,C,withdrawal_event,5.025,0.0158,0.0089,2017-05-08
pres_2017,alpha,candidate_competence,8.65,0.0272,0.0285,2017-05-08
pres_2017,alpha,corruption_integrity,34.87499999999999,0.1099,0.1149,2017-05-08
pres_2017,alpha,economy_growth,25.9,0.0816,0.0853,2017-05-08
pres_2017,alpha,education,23.6,0.0743,0.0777,2017-05-08
pres_2017,alpha,endorsement_event,9.125,0.0287,0.0301,2017-05-08
pres_2017,alpha,external_shock,3.55,0.0112,0.0117,2017-05-08
pres_2017,alpha,family_legal_risk,7.699999999999999,0.0243,0.0254,2017-05-08
pres_2017,alpha,foreign_policy,48.075,0.1514,0.1583,2017-05-08
pres_2017,alpha,gaffe_event,2.625,0.0083,0.0086,2017-05-08
pres_2017,alpha,gender_generation,3.4,0.0107,0.0112,2017-05-08
pres_2017,alpha,housing,1.0499999999999998,0.0033,0.0035,2017-05-08
pres_2017,alpha,inflation_livelihood,3.15,0.0099,0.0104,2017-05-08
pres_2017,alpha,jobs_labor,32.55,0.1025,0.1072,2017-05-08
pres_2017,alpha,regime_change,3.8,0.012,0.0125,2017-05-08
pres_2017,alpha,regional_dev,20.4,0.0643,0.0672,2017-05-08
pres_2017,alpha,security_nk,33.8,0.1065,0.1113,2017-05-08
pres_2017,alpha,welfare_pension,38.85000000000003,0.1224,0.128,2017-05-08
pres_2017,alpha,withdrawal_event,2.5,0.0079,0.0082,2017-05-08
pres_2022,A,candidate_competence,17.425,0.116,0.0289,2022-03-08
pres_2022,A,corruption_integrity,135.50000000000003,0.902,0.2249,2022-03-08
pres_2022,A,economy_growth,24.2,0.1611,0.0402,2022-03-08
pres_2022,A,education,12.2,0.0812,0.0203,2022-03-08
pres_2022,A,endorsement_event,16.0,0.1065,0.0266,2022-03-08
pres_2022,A,external_shock,71.00000000000003,0.4726,0.1179,2022-03-08
pres_2022,A,family_legal_risk,35.99999999999999,0.2396,0.0598,2022-03-08
pres_2022,A,foreign_policy,56.075,0.3733,0.0931,2022-03-08
pres_2022,A,gaffe_event,5.625,0.0374,0.0093,2022-03-08
pres_2022,A,gender_generation,7.0,0.0466,0.0116,2022-03-08
pres_2022,A,housing,16.825,0.112,0.0279,2022-03-08
pres_2022,A,inflation_livelihood,40.7,0.2709,0.0676,2022-03-08
pres_2022,A,jobs_labor,14.7,0.0979,0.0244,2022-03-08
pres_2022,A,regime_change,3.35,0.0223,0.0056,2022-03-08
pres_2022,A,regional_dev,47.87499999999999,0.3187,0.0795,2022-03-08
pres_2022,A,security_nk,54.65,0.3638,0.0907,2022-03-08
pres_2022,A,unification_event,1.8,0.012,0.003,2022-03-08
pres_2022,A,welfare_pension,32.8,0.2183,0.0544,2022-03-08
pres_2022,A,withdrawal_event,8.675,0.0577,0.0144,2022-03-08
pres_2022,B,candidate_competence,40.8,0.2716,0.0418,2022-03-08
pres_2022,B,corruption_integrity,150.22500000000008,1.0,0.1539,2022-03-08
pres_2022,B,economy_growth,58.575,0.3899,0.06,2022-03-08
pres_2022,B,education,19.700000000000003,0.1311,0.0202,2022-03-08
pres_2022,B,endorsement_event,20.3,0.1351,0.0208,2022-03-08
pres_2022,B,external_shock,149.20000000000007,0.9932,0.1529,2022-03-08
pres_2022,B,family_legal_risk,51.77499999999999,0.3446,0.053,2022-03-08
pres_2022,B,foreign_policy,103.12500000000004,0.6865,0.1057,2022-03-08
pres_2022,B,gaffe_event,5.975,0.0398,0.0061,2022-03-08
pres_2022,B,gender_generation,8.35,0.0556,0.0086,2022-03-08
pres_2022,B,housing,16.849999999999998,0.1122,0.0173,2022-03-08
pres_2022,B,inflation_livelihood,100.00000000000011,0.6657,0.1025,2022-03-08
pres_2022,B,jobs_labor,25.175,0.1676,0.0258,2022-03-08
pres_2022,B,regime_change,3.45,0.023,0.0035,2022-03-08
pres_2022,B,regional_dev,80.60000000000002,0.5365,0.0826,2022-03-08
pres_2022,B,security_nk,71.72500000000001,0.4775,0.0735,2022-03-08
pres_2022,B,unification_event,1.7999999999999998,0.012,0.0018,2022-03-08
pres_2022,B,welfare_pension,67.30000000000004,0.448,0.069,2022-03-08
pres_2022,B,withdrawal_event,1.0499999999999998,0.007,0.0011,2022-03-08
pres_2022,alpha,candidate_competence,1.775,0.0118,0.0232,2022-03-08
pres_2022,alpha,corruption_integrity,12.225,0.0814,0.1601,2022-03-08
pres_2022,alpha,economy_growth,3.8,0.0253,0.0498,2022-03-08
pres_2022,alpha,education,0.35,0.0023,0.0046,2022-03-08
pres_2022,alpha,endorsement_event,2.8,0.0186,0.0367,2022-03-08
pres_2022,alpha,external_shock,16.15,0.1075,0.2115,2022-03-08
pres_2022,alpha,family_legal_risk,1.4,0.0093,0.0183,2022-03-08
pres_2022,alpha,foreign_policy,2.3,0.0153,0.0301,2022-03-08
pres_2022,alpha,gaffe_event,0.75,0.005,0.0098,2022-03-08
pres_2022,alpha,gender_generation,0.75,0.005,0.0098,2022-03-08
pres_2022,alpha,housing,2.35,0.0156,0.0308,2022-03-08
pres_2022,alpha,inflation_livelihood,8.950000000000001,0.0596,0.1172,2022-03-08
pres_2022,alpha,jobs_labor,4.85,0.0323,0.0635,2022-03-08
pres_2022,alpha,regional_dev,2.5,0.0166,0.0327,2022-03-08
pres_2022,alpha,security_nk,2.225,0.0148,0.0291,2022-03-08
pres_2022,alpha,welfare_pension,13.2,0.0879,0.1728,2022-03-08
