election_id,issue_name,period,raw_value,salience_score,instrument,available_date
pres_2002,external_shock,2002-10-14,17.5,0.0184,assembly_speech,2002-10-20
pres_2002,external_shock,2002-10-21,65.10000000000005,0.0684,assembly_speech,2002-10-27
pres_2002,external_shock,2002-10-28,54.00000000000004,0.0567,assembly_speech,2002-11-03
pres_2002,external_shock,2002-11-04,14.149999999999991,0.0149,assembly_speech,2002-11-10
pres_2002,family_legal_risk,2002-09-16,0.35,0.0004,assembly_speech,2002-09-22
pres_2002,family_legal_risk,2002-09-23,185.92499999999853,0.1952,assembly_speech,2002-09-29
pres_2002,family_legal_risk,2002-09-30,259.8499999999977,0.2729,assembly_speech,2002-10-06
pres_2002,family_legal_risk,2002-10-07,18.575,0.0195,assembly_speech,2002-10-13
pres_2002,family_legal_risk,2002-10-14,10.849999999999994,0.0114,assembly_speech,2002-10-20
pres_2002,family_legal_risk,2002-10-21,60.50000000000015,0.0635,assembly_speech,2002-10-27
pres_2002,family_legal_risk,2002-10-28,40.92500000000006,0.043,assembly_speech,2002-11-03
pres_2002,family_legal_risk,2002-11-04,22.80000000000002,0.0239,assembly_speech,2002-11-10
pres_2002,family_legal_risk,2002-11-11,5.949999999999998,0.0062,assembly_speech,2002-11-17
pres_2002,foreign_policy,2002-09-16,6.349999999999998,0.0067,assembly_speech,2002-09-22
pres_2002,foreign_policy,2002-09-23,152.1249999999993,0.1597,assembly_speech,2002-09-29
pres_2002,foreign_policy,2002-09-30,220.64999999999856,0.2317,assembly_speech,2002-10-06
pres_2002,foreign_policy,2002-10-07,24.67500000000002,0.0259,assembly_speech,2002-10-13
pres_2002,foreign_policy,2002-10-14,31.575000000000035,0.0332,assembly_speech,2002-10-20
pres_2002,foreign_policy,2002-10-21,127.42499999999932,0.1338,assembly_speech,2002-10-27
pres_2002,foreign_policy,2002-10-28,43.30000000000006,0.0455,assembly_speech,2002-11-03
pres_2002,foreign_policy,2002-11-04,27.375000000000007,0.0287,assembly_speech,2002-11-10
pres_2002,foreign_policy,2002-11-11,0.7,0.0007,assembly_speech,2002-11-17
pres_2002,gaffe_event,2002-09-23,9.525,0.01,assembly_speech,2002-09-29
pres_2002,gaffe_event,2002-09-30,16.749999999999996,0.0176,assembly_speech,2002-10-06
pres_2002,gaffe_event,2002-10-07,4.1,0.0043,assembly_speech,2002-10-13
pres_2002,gaffe_event,2002-10-21,13.4,0.0141,assembly_speech,2002-10-27
pres_2002,gaffe_event,2002-10-28,7.050000000000001,0.0074,assembly_speech,2002-11-03
pres_2002,gaffe_event,2002-11-04,1.45,0.0015,assembly_speech,2002-11-10
pres_2002,gender_generation,2002-09-23,71.75000000000006,0.0753,assembly_speech,2002-09-29
pres_2002,gender_generation,2002-09-30,94.69999999999978,0.0994,assembly_speech,2002-10-06
pres_2002,gender_generation,2002-10-07,2.4,0.0025,assembly_speech,2002-10-13
pres_2002,gender_generation,2002-10-14,1.4,0.0015,assembly_speech,2002-10-20
pres_2002,gender_generation,2002-10-21,34.10000000000002,0.0358,assembly_speech,2002-10-27
pres_2002,gender_generation,2002-10-28,26.40000000000004,0.0277,assembly_speech,2002-11-03
pres_2002,gender_generation,2002-11-04,15.099999999999996,0.0159,assembly_speech,2002-11-10
pres_2002,housing,2002-09-23,171.7999999999989,0.1804,assembly_speech,2002-09-29
pres_2002,housing,2002-09-30,98.99999999999967,0.104,assembly_speech,2002-10-06
pres_2002,housing,2002-10-07,6.9499999999999975,0.0073,assembly_speech,2002-10-13
pres_2002,housing,2002-10-14,2.45,0.0026,assembly_speech,2002-10-20
pres_2002,housing,2002-10-21,35.40000000000004,0.0372,assembly_speech,2002-10-27
pres_2002,housing,2002-10-28,27.70000000000001,0.0291,assembly_speech,2002-11-03
pres_2002,housing,2002-11-04,7.9999999999999964,0.0084,assembly_speech,2002-11-10
pres_2002,inflation_livelihood,2002-09-16,0.35,0.0004,assembly_speech,2002-09-22
pres_2002,inflation_livelihood,2002-09-23,83.34999999999985,0.0875,assembly_speech,2002-09-29
pres_2002,inflation_livelihood,2002-09-30,94.09999999999982,0.0988,assembly_speech,2002-10-06
pres_2002,inflation_livelihood,2002-10-07,16.75,0.0176,assembly_speech,2002-10-13
pres_2002,inflation_livelihood,2002-10-14,6.149999999999999,0.0065,assembly_speech,2002-10-20
pres_2002,inflation_livelihood,2002-10-21,60.60000000000005,0.0636,assembly_speech,2002-10-27
pres_2002,inflation_livelihood,2002-10-28,39.15000000000003,0.0411,assembly_speech,2002-11-03
pres_2002,inflation_livelihood,2002-11-04,5.849999999999999,0.0061,assembly_speech,2002-11-10
pres_2002,inflation_livelihood,2002-11-11,0.7,0.0007,assembly_speech,2002-11-17
pres_2002,jobs_labor,2002-09-16,1.7000000000000002,0.0018,assembly_speech,2002-09-22
pres_2002,jobs_labor,2002-09-23,351.2250000000016,0.3688,assembly_speech,2002-09-29
pres_2002,jobs_labor,2002-09-30,451.5250000000058,0.4741,assembly_speech,2002-10-06
pres_2002,jobs_labor,2002-10-07,9.349999999999998,0.0098,assembly_speech,2002-10-13
pres_2002,jobs_labor,2002-10-14,6.975,0.0073,assembly_speech,2002-10-20
pres_2002,jobs_labor,2002-10-21,169.57499999999877,0.1781,assembly_speech,2002-10-27
pres_2002,jobs_labor,2002-10-28,135.04999999999947,0.1418,assembly_speech,2002-11-03
pres_2002,jobs_labor,2002-11-04,97.62499999999982,0.1025,assembly_speech,2002-11-10
pres_2002,jobs_labor,2002-11-11,4.75,0.005,assembly_speech,2002-11-17
pres_2002,regime_change,2002-09-16,0.35,0.0004,assembly_speech,2002-09-22
pres_2002,regime_change,2002-09-23,20.125,0.0211,assembly_speech,2002-09-29
pres_2002,regime_change,2002-09-30,37.42500000000005,0.0393,assembly_speech,2002-10-06
pres_2002,regime_change,2002-10-07,14.249999999999996,0.015,assembly_speech,2002-10-13
pres_2002,regime_change,2002-10-14,1.2,0.0013,assembly_speech,2002-10-20
pres_2002,regime_change,2002-10-21,15.599999999999993,0.0164,assembly_speech,2002-10-27
pres_2002,regime_change,2002-10-28,11.8,0.0124,assembly_speech,2002-11-03
pres_2002,regime_change,2002-11-04,2.0500000000000003,0.0022,assembly_speech,2002-11-10
pres_2002,regional_dev,2002-09-16,4.35,0.0046,assembly_speech,2002-09-22
pres_2002,regional_dev,2002-09-23,755.700000000023,0.7936,assembly_speech,2002-09-29
pres_2002,regional_dev,2002-09-30,797.4000000000245,0.8373,assembly_speech,2002-10-06
pres_2002,regional_dev,2002-10-07,16.224999999999994,0.017,assembly_speech,2002-10-13
pres_2002,regional_dev,2002-10-14,13.849999999999994,0.0145,assembly_speech,2002-10-20
pres_2002,regional_dev,2002-10-21,348.37500000000193,0.3658,assembly_speech,2002-10-27
pres_2002,regional_dev,2002-10-28,214.32499999999925,0.2251,assembly_speech,2002-11-03
pres_2002,regional_dev,2002-11-04,81.17499999999988,0.0852,assembly_speech,2002-11-10
pres_2002,regional_dev,2002-11-11,4.05,0.0043,assembly_speech,2002-11-17
pres_2002,security_nk,2002-09-16,8.55,0.009,assembly_speech,2002-09-22
pres_2002,security_nk,2002-09-23,288.7249999999996,0.3032,assembly_speech,2002-09-29
pres_2002,security_nk,2002-09-30,437.250000000006,0.4592,assembly_speech,2002-10-06
pres_2002,security_nk,2002-10-07,66.0000000000001,0.0693,assembly_speech,2002-10-13
pres_2002,security_nk,2002-10-14,149.97499999999988,0.1575,assembly_speech,2002-10-20
pres_2002,security_nk,2002-10-21,432.82500000000135,0.4545,assembly_speech,2002-10-27
pres_2002,security_nk,2002-10-28,211.49999999999943,0.2221,assembly_speech,2002-11-03
pres_2002,security_nk,2002-11-04,64.55000000000008,0.0678,assembly_speech,2002-11-10
pres_2002,security_nk,2002-11-11,7.800000000000001,0.0082,assembly_speech,2002-11-17
pres_2002,unification_event,2002-09-23,35.30000000000006,0.0371,assembly_speech,2002-09-29
pres_2002,unification_event,2002-09-30,39.95000000000008,0.042,assembly_speech,2002-10-06
pres_2002,unification_event,2002-10-07,2.1500000000000004,0.0023,assembly_speech,2002-10-13
pres_2002,unification_event,2002-10-14,3.0,0.0032,assembly_speech,2002-10-20
pres_2002,unification_event,2002-10-21,17.14999999999999,0.018,assembly_speech,2002-10-27
pres_2002,unification_event,2002-10-28,11.599999999999998,0.0122,assembly_speech,2002-11-03
pres_2002,unification_event,2002-11-04,5.799999999999999,0.0061,assembly_speech,2002-11-10
pres_2002,unification_event,2002-11-11,2.1,0.0022,assembly_speech,2002-11-17
pres_2002,welfare_pension,2002-09-16,0.35,0.0004,assembly_speech,2002-09-22
pres_2002,welfare_pension,2002-09-23,415.4500000000055,0.4363,assembly_speech,2002-09-29
pres_2002,welfare_pension,2002-09-30,417.2000000000015,0.4381,assembly_speech,2002-10-06
pres_2002,welfare_pension,2002-10-07,7.149999999999998,0.0075,assembly_speech,2002-10-13
pres_2002,welfare_pension,2002-10-14,8.25,0.0087,assembly_speech,2002-10-20
pres_2002,welfare_pension,2002-10-21,188.79999999999907,0.1983,assembly_speech,2002-10-27
pres_2002,welfare_pension,2002-10-28,152.59999999999957,0.1602,assembly_speech,2002-11-03
pres_2002,welfare_pension,2002-11-04,55.85000000000008,0.0586,assembly_speech,2002-11-10
pres_2002,welfare_pension,2002-11-11,1.4,0.0015,assembly_speech,2002-11-17
pres_2002,withdrawal_event,2002-09-23,6.074999999999999,0.0064,assembly_speech,2002-09-29
pres_2002,withdrawal_event,2002-09-30,11.724999999999994,0.0123,assembly_speech,2002-10-06
pres_2002,withdrawal_event,2002-10-07,2.9250000000000003,0.0031,assembly_speech,2002-10-13
pres_2002,withdrawal_event,2002-10-14,0.7,0.0007,assembly_speech,2002-10-20
pres_2002,withdrawal_event,2002-10-21,2.45,0.0026,assembly_speech,2002-10-27
pres_2002,withdrawal_event,2002-10-28,1.35,0.0014,assembly_speech,2002-11-03
pres_2007,candidate_competence,2007-09-17,7.049999999999999,0.0053,assembly_speech,2007-09-23
pres_2007,candidate_competence,2007-09-24,3.15,0.0024,assembly_speech,2007-09-30
pres_2007,candidate_competence,2007-10-01,20.200000000000006,0.0152,assembly_speech,2007-10-07
pres_2007,candidate_competence,2007-10-08,74.75000000000006,0.0561,assembly_speech,2007-10-14
pres_2007,candidate_competence,2007-10-15,246.12499999999835,0.1849,assembly_speech,2007-10-21
pres_2007,candidate_competence,2007-10-22,266.82499999999806,0.2004,assembly_speech,2007-10-28
pres_2007,candidate_competence,2007-10-29,242.824999999998,0.1824,assembly_speech,2007-11-04
pres_2007,candidate_competence,2007-11-05,36.57500000000004,0.0275,assembly_speech,2007-11-11
pres_2007,candidate_competence,2007-11-12,44.02500000000006,0.0331,assembly_speech,2007-11-18
pres_2007,candidate_competence,2007-11-19,15.84999999999999,0.0119,assembly_speech,2007-11-25
pres_2007,candidate_competence,2007-11-26,9.599999999999996,0.0072,assembly_speech,2007-12-02
pres_2007,candidate_competence,2007-12-03,6.774999999999999,0.0051,assembly_speech,2007-12-09
pres_2007,candidate_competence,2007-12-10,2.45,0.0018,assembly_speech,2007-12-16
pres_2007,corruption_integrity,2007-09-17,60.650000000000105,0.0456,assembly_speech,2007-09-23
pres_2007,corruption_integrity,2007-09-24,2.0,0.0015,assembly_speech,2007-09-30
pres_2007,corruption_integrity,2007-10-01,16.049999999999997,0.0121,assembly_speech,2007-10-07
pres_2007,corruption_integrity,2007-10-08,100.24999999999984,0.0753,assembly_speech,2007-10-14
pres_2007,corruption_integrity,2007-10-15,422.55000000000297,0.3174,assembly_speech,2007-10-21
pres_2007,corruption_integrity,2007-10-22,949.0000000000174,0.7128,assembly_speech,2007-10-28
pres_2007,corruption_integrity,2007-10-29,1199.099999999998,0.9007,assembly_speech,2007-11-04
pres_2007,corruption_integrity,2007-11-05,181.09999999999943,0.136,assembly_speech,2007-11-11
pres_2007,corruption_integrity,2007-11-12,211.32499999999897,0.1587,assembly_speech,2007-11-18
pres_2007,corruption_integrity,2007-11-19,77.09999999999998,0.0579,assembly_speech,2007-11-25
pres_2007,corruption_integrity,2007-11-26,33.32500000000001,0.025,assembly_speech,2007-12-02
pres_2007,corruption_integrity,2007-12-03,55.07500000000003,0.0414,assembly_speech,2007-12-09
pres_2007,corruption_integrity,2007-12-10,124.54999999999971,0.0936,assembly_speech,2007-12-16
pres_2007,corruption_integrity,2007-12-17,12.15,0.0091,assembly_speech,2007-12-18
pres_2007,economy_growth,2007-09-17,15.599999999999996,0.0117,assembly_speech,2007-09-23
pres_2007,economy_growth,2007-09-24,8.424999999999997,0.0063,assembly_speech,2007-09-30
pres_2007,economy_growth,2007-10-01,23.150000000000013,0.0174,assembly_speech,2007-10-07
pres_2007,economy_growth,2007-10-08,280.59999999999906,0.2108,assembly_speech,2007-10-14
pres_2007,economy_growth,2007-10-15,784.95000000002,0.5896,assembly_speech,2007-10-21
pres_2007,economy_growth,2007-10-22,961.575000000032,0.7223,assembly_speech,2007-10-28
pres_2007,economy_growth,2007-10-29,1331.2999999999804,1.0,assembly_speech,2007-11-04
pres_2007,economy_growth,2007-11-05,107.0749999999998,0.0804,assembly_speech,2007-11-11
pres_2007,economy_growth,2007-11-12,281.2000000000001,0.2112,assembly_speech,2007-11-18
pres_2007,economy_growth,2007-11-19,53.05000000000008,0.0398,assembly_speech,2007-11-25
pres_2007,economy_growth,2007-11-26,5.249999999999999,0.0039,assembly_speech,2007-12-02
pres_2007,economy_growth,2007-12-03,3.850000000000001,0.0029,assembly_speech,2007-12-09
pres_2007,economy_growth,2007-12-10,14.024999999999991,0.0105,assembly_speech,2007-12-16
pres_2007,economy_growth,2007-12-17,0.7,0.0005,assembly_speech,2007-12-18
pres_2007,education,2007-09-17,12.099999999999994,0.0091,assembly_speech,2007-09-23
pres_2007,education,2007-09-24,2.1500000000000004,0.0016,assembly_speech,2007-09-30
pres_2007,education,2007-10-01,15.249999999999996,0.0115,assembly_speech,2007-10-07
pres_2007,education,2007-10-08,249.09999999999752,0.1871,assembly_speech,2007-10-14
pres_2007,education,2007-10-15,707.1500000000239,0.5312,assembly_speech,2007-10-21
pres_2007,education,2007-10-22,770.1500000000261,0.5785,assembly_speech,2007-10-28
pres_2007,education,2007-10-29,1134.4000000000174,0.8521,assembly_speech,2007-11-04
pres_2007,education,2007-11-05,68.4000000000001,0.0514,assembly_speech,2007-11-11
pres_2007,education,2007-11-12,212.949999999998,0.16,assembly_speech,2007-11-18
pres_2007,education,2007-11-19,73.74999999999997,0.0554,assembly_speech,2007-11-25
pres_2007,education,2007-11-26,0.7,0.0005,assembly_speech,2007-12-02
pres_2007,education,2007-12-03,0.35,0.0003,assembly_speech,2007-12-09
pres_2007,education,2007-12-10,0.7,0.0005,assembly_speech,2007-12-16
pres_2007,endorsement_event,2007-09-17,4.95,0.0037,assembly_speech,2007-09-23
pres_2007,endorsement_event,2007-09-24,1.0499999999999998,0.0008,assembly_speech,2007-09-30
pres_2007,endorsement_event,2007-10-01,6.249999999999998,0.0047,assembly_speech,2007-10-07
pres_2007,endorsement_event,2007-10-08,47.1750000000001,0.0354,assembly_speech,2007-10-14
pres_2007,endorsement_event,2007-10-15,141.69999999999908,0.1064,assembly_speech,2007-10-21
pres_2007,endorsement_event,2007-10-22,175.29999999999853,0.1317,assembly_speech,2007-10-28
pres_2007,endorsement_event,2007-10-29,206.74999999999824,0.1553,assembly_speech,2007-11-04
pres_2007,endorsement_event,2007-11-05,24.25000000000002,0.0182,assembly_speech,2007-11-11
pres_2007,endorsement_event,2007-11-12,38.50000000000007,0.0289,assembly_speech,2007-11-18
pres_2007,endorsement_event,2007-11-19,21.40000000000001,0.0161,assembly_speech,2007-11-25
pres_2007,endorsement_event,2007-11-26,2.7,0.002,assembly_speech,2007-12-02
pres_2007,endorsement_event,2007-12-03,8.649999999999999,0.0065,assembly_speech,2007-12-09
pres_2007,endorsement_event,2007-12-10,4.5,0.0034,assembly_speech,2007-12-16
pres_2007,endorsement_event,2007-12-17,2.15,0.0016,assembly_speech,2007-12-18
pres_2007,external_shock,2007-09-17,1.0499999999999998,0.0008,assembly_speech,2007-09-23
pres_2007,external_shock,2007-09-24,2.15,0.0016,assembly_speech,2007-09-30
pres_2007,external_shock,2007-10-01,2.4000000000000004,0.0018,assembly_speech,2007-10-07
pres_2007,external_shock,2007-10-08,36.75000000000006,0.0276,assembly_speech,2007-10-14
pres_2007,external_shock,2007-10-15,101.94999999999966,0.0766,assembly_speech,2007-10-21
pres_2007,external_shock,2007-10-22,68.95000000000006,0.0518,assembly_speech,2007-10-28
pres_2007,external_shock,2007-10-29,111.44999999999956,0.0837,assembly_speech,2007-11-04
pres_2007,external_shock,2007-11-05,14.349999999999998,0.0108,assembly_speech,2007-11-11
pres_2007,external_shock,2007-11-12,27.75000000000001,0.0208,assembly_speech,2007-11-18
pres_2007,external_shock,2007-11-19,18.55,0.0139,assembly_speech,2007-11-25
pres_2007,family_legal_risk,2007-09-17,18.05,0.0136,assembly_speech,2007-09-23
pres_2007,family_legal_risk,2007-10-01,8.399999999999997,0.0063,assembly_speech,2007-10-07
pres_2007,family_legal_risk,2007-10-08,42.40000000000009,0.0318,assembly_speech,2007-10-14
pres_2007,family_legal_risk,2007-10-15,189.14999999999824,0.1421,assembly_speech,2007-10-21
pres_2007,family_legal_risk,2007-10-22,191.9749999999981,0.1442,assembly_speech,2007-10-28
pres_2007,family_legal_risk,2007-10-29,205.27499999999816,0.1542,assembly_speech,2007-11-04
pres_2007,family_legal_risk,2007-11-05,49.72500000000007,0.0374,assembly_speech,2007-11-11
pres_2007,family_legal_risk,2007-11-12,62.725000000000136,0.0471,assembly_speech,2007-11-18
pres_2007,family_legal_risk,2007-11-19,43.450000000000095,0.0326,assembly_speech,2007-11-25
pres_2007,family_legal_risk,2007-11-26,5.699999999999999,0.0043,assembly_speech,2007-12-02
pres_2007,family_legal_risk,2007-12-03,6.749999999999998,0.0051,assembly_speech,2007-12-09
pres_2007,family_legal_risk,2007-12-10,4.699999999999999,0.0035,assembly_speech,2007-12-16
pres_2007,family_legal_risk,2007-12-17,1.4500000000000002,0.0011,assembly_speech,2007-12-18
pres_2007,foreign_policy,2007-09-17,4.15,0.0031,assembly_speech,2007-09-23
pres_2007,foreign_policy,2007-09-24,0.35,0.0003,assembly_speech,2007-09-30
pres_2007,foreign_policy,2007-10-01,7.874999999999998,0.0059,assembly_speech,2007-10-07
pres_2007,foreign_policy,2007-10-08,52.150000000000034,0.0392,assembly_speech,2007-10-14
pres_2007,foreign_policy,2007-10-15,242.07499999999803,0.1818,assembly_speech,2007-10-21
pres_2007,foreign_policy,2007-10-22,234.7749999999984,0.1764,assembly_speech,2007-10-28
pres_2007,foreign_policy,2007-10-29,270.37499999999943,0.2031,assembly_speech,2007-11-04
pres_2007,foreign_policy,2007-11-05,27.150000000000023,0.0204,assembly_speech,2007-11-11
pres_2007,foreign_policy,2007-11-12,45.35000000000007,0.0341,assembly_speech,2007-11-18
pres_2007,foreign_policy,2007-11-19,20.050000000000008,0.0151,assembly_speech,2007-11-25
pres_2007,foreign_policy,2007-11-26,0.35,0.0003,assembly_speech,2007-12-02
pres_2007,foreign_policy,2007-12-03,0.7,0.0005,assembly_speech,2007-12-09
pres_2007,foreign_policy,2007-12-10,0.35,0.0003,assembly_speech,2007-12-16
pres_2007,gaffe_event,2007-09-17,2.875,0.0022,assembly_speech,2007-09-23
pres_2007,gaffe_event,2007-10-01,0.75,0.0006,assembly_speech,2007-10-07
pres_2007,gaffe_event,2007-10-08,6.575,0.0049,assembly_speech,2007-10-14
pres_2007,gaffe_event,2007-10-15,24.025,0.018,assembly_speech,2007-10-21
pres_2007,gaffe_event,2007-10-22,24.175,0.0182,assembly_speech,2007-10-28
pres_2007,gaffe_event,2007-10-29,38.50000000000001,0.0289,assembly_speech,2007-11-04
pres_2007,gaffe_event,2007-11-05,7.875,0.0059,assembly_speech,2007-11-11
pres_2007,gaffe_event,2007-11-12,5.95,0.0045,assembly_speech,2007-11-18
pres_2007,gaffe_event,2007-11-19,6.949999999999999,0.0052,assembly_speech,2007-11-25
pres_2007,gaffe_event,2007-12-03,2.25,0.0017,assembly_speech,2007-12-09
pres_2007,gender_generation,2007-09-17,5.85,0.0044,assembly_speech,2007-09-23
pres_2007,gender_generation,2007-10-01,37.65000000000001,0.0283,assembly_speech,2007-10-07
pres_2007,gender_generation,2007-10-08,76.54999999999997,0.0575,assembly_speech,2007-10-14
pres_2007,gender_generation,2007-10-15,57.9500000000001,0.0435,assembly_speech,2007-10-21
pres_2007,gender_generation,2007-10-22,81.45000000000002,0.0612,assembly_speech,2007-10-28
pres_2007,gender_generation,2007-10-29,87.74999999999982,0.0659,assembly_speech,2007-11-04
pres_2007,gender_generation,2007-11-05,115.84999999999988,0.087,assembly_speech,2007-11-11
pres_2007,gender_generation,2007-11-12,80.4,0.0604,assembly_speech,2007-11-18
pres_2007,gender_generation,2007-11-19,29.550000000000004,0.0222,assembly_speech,2007-11-25
pres_2007,gender_generation,2007-11-26,1.0499999999999998,0.0008,assembly_speech,2007-12-02
pres_2007,housing,2007-09-17,3.9500000000000006,0.003,assembly_speech,2007-09-23
pres_2007,housing,2007-10-01,0.35,0.0003,assembly_speech,2007-10-07
pres_2007,housing,2007-10-08,16.149999999999995,0.0121,assembly_speech,2007-10-14
pres_2007,housing,2007-10-15,120.92499999999968,0.0908,assembly_speech,2007-10-21
pres_2007,housing,2007-10-22,142.39999999999938,0.107,assembly_speech,2007-10-28
pres_2007,housing,2007-10-29,172.24999999999935,0.1294,assembly_speech,2007-11-04
pres_2007,housing,2007-11-05,26.62500000000002,0.02,assembly_speech,2007-11-11
pres_2007,housing,2007-11-12,35.850000000000016,0.0269,assembly_speech,2007-11-18
pres_2007,housing,2007-11-19,26.1,0.0196,assembly_speech,2007-11-25
pres_2007,housing,2007-11-26,9.924999999999995,0.0075,assembly_speech,2007-12-02
pres_2007,housing,2007-12-03,0.7,0.0005,assembly_speech,2007-12-09
pres_2007,housing,2007-12-10,0.35,0.0003,assembly_speech,2007-12-16
pres_2007,inflation_livelihood,2007-09-17,5.2,0.0039,assembly_speech,2007-09-23
pres_2007,inflation_livelihood,2007-09-24,1.35,0.001,assembly_speech,2007-09-30
pres_2007,inflation_livelihood,2007-10-01,1.4,0.0011,assembly_speech,2007-10-07
pres_2007,inflation_livelihood,2007-10-08,47.80000000000005,0.0359,assembly_speech,2007-10-14
pres_2007,inflation_livelihood,2007-10-15,120.6999999999996,0.0907,assembly_speech,2007-10-21
pres_2007,inflation_livelihood,2007-10-22,102.64999999999982,0.0771,assembly_speech,2007-10-28
pres_2007,inflation_livelihood,2007-10-29,114.79999999999954,0.0862,assembly_speech,2007-11-04
pres_2007,inflation_livelihood,2007-11-05,19.950000000000003,0.015,assembly_speech,2007-11-11
pres_2007,inflation_livelihood,2007-11-12,37.05000000000002,0.0278,assembly_speech,2007-11-18
pres_2007,inflation_livelihood,2007-11-19,6.649999999999998,0.005,assembly_speech,2007-11-25
pres_2007,inflation_livelihood,2007-11-26,1.0499999999999998,0.0008,assembly_speech,2007-12-02
pres_2007,jobs_labor,2007-09-17,21.0,0.0158,assembly_speech,2007-09-23
pres_2007,jobs_labor,2007-09-24,8.549999999999997,0.0064,assembly_speech,2007-09-30
pres_2007,jobs_labor,2007-10-01,26.025000000000027,0.0195,assembly_speech,2007-10-07
pres_2007,jobs_labor,2007-10-08,176.299999999999,0.1324,assembly_speech,2007-10-14
