period,frequency,indicator_name,value,unit,source,available_date,source_note
2000-09-30,monthly,current_account_balance,2134,usd_million,Bank of Korea Balance of Payments,2000-11-14,attached KOSIS/BOK balance of payments table; current account row
2000-10-31,monthly,current_account_balance,1211,usd_million,Bank of Korea Balance of Payments,2000-12-15,attached KOSIS/BOK balance of payments table; current account row
2000-11-30,monthly,current_account_balance,935,usd_million,Bank of Korea Balance of Payments,2001-01-14,attached KOSIS/BOK balance of payments table; current account row
2000-12-31,monthly,current_account_balance,1775,usd_million,Bank of Korea Balance of Payments,2001-02-14,attached KOSIS/BOK balance of payments table; current account row
2001-01-31,monthly,current_account_balance,-673,usd_million,Bank of Korea Balance of Payments,2001-03-17,attached KOSIS/BOK balance of payments table; current account row
2001-02-28,monthly,current_account_balance,-533,usd_million,Bank of Korea Balance of Payments,2001-04-14,attached KOSIS/BOK balance of payments table; current account row
2001-03-31,monthly,current_account_balance,1509,usd_million,Bank of Korea Balance of Payments,2001-05-15,attached KOSIS/BOK balance of payments table; current account row
2001-04-30,monthly,current_account_balance,-847,usd_million,Bank of Korea Balance of Payments,2001-06-14,attached KOSIS/BOK balance of payments table; current account row
2001-05-31,monthly,current_account_balance,1159,usd_million,Bank of Korea Balance of Payments,2001-07-15,attached KOSIS/BOK balance of payments table; current account row
2001-06-30,monthly,current_account_balance,1364,usd_million,Bank of Korea Balance of Payments,2001-08-14,attached KOSIS/BOK balance of payments table; current account row
2001-07-31,monthly,current_account_balance,-42,usd_million,Bank of Korea Balance of Payments,2001-09-14,attached KOSIS/BOK balance of payments table; current account row
2001-08-31,monthly,current_account_balance,-266,usd_million,Bank of Korea Balance of Payments,2001-10-15,attached KOSIS/BOK balance of payments table; current account row
2001-09-30,monthly,current_account_balance,325,usd_million,Bank of Korea Balance of Payments,2001-11-14,attached KOSIS/BOK balance of payments table; current account row
2001-10-31,monthly,current_account_balance,224,usd_million,Bank of Korea Balance of Payments,2001-12-15,attached KOSIS/BOK balance of payments table; current account row
2001-11-30,monthly,current_account_balance,-123,usd_million,Bank of Korea Balance of Payments,2002-01-14,attached KOSIS/BOK balance of payments table; current account row
2001-12-31,monthly,current_account_balance,69,usd_million,Bank of Korea Balance of Payments,2002-02-14,attached KOSIS/BOK balance of payments table; current account row
2002-01-31,monthly,current_account_balance,-714,usd_million,Bank of Korea Balance of Payments,2002-03-17,attached KOSIS/BOK balance of payments table; current account row
2002-02-28,monthly,current_account_balance,279,usd_million,Bank of Korea Balance of Payments,2002-04-14,attached KOSIS/BOK balance of payments table; current account row
2002-03-31,monthly,current_account_balance,735,usd_million,Bank of Korea Balance of Payments,2002-05-15,attached KOSIS/BOK balance of payments table; current account row
2002-04-30,monthly,current_account_balance,-831,usd_million,Bank of Korea Balance of Payments,2002-06-14,attached KOSIS/BOK balance of payments table; current account row
2002-05-31,monthly,current_account_balance,624,usd_million,Bank of Korea Balance of Payments,2002-07-15,attached KOSIS/BOK balance of payments table; current account row
2002-06-30,monthly,current_account_balance,551,usd_million,Bank of Korea Balance of Payments,2002-08-14,attached KOSIS/BOK balance of payments table; current account row
2002-07-31,monthly,current_account_balance,-62,usd_million,Bank of Korea Balance of Payments,2002-09-14,attached KOSIS/BOK balance of payments table; current account row
2002-08-31,monthly,current_account_balance,-813,usd_million,Bank of Korea Balance of Payments,2002-10-15,attached KOSIS/BOK balance of payments table; current account row
2002-09-30,monthly,current_account_balance,1631,usd_million,Bank of Korea Balance of Payments,2002-11-14,attached KOSIS/BOK balance of payments table; current account row
2002-10-31,monthly,current_account_balance,876,usd_million,Bank of Korea Balance of Payments,2002-12-15,attached KOSIS/BOK balance of payments table; current account row
2002-11-30,monthly,current_account_balance,705,usd_million,Bank of Korea Balance of Payments,2003-01-14,attached KOSIS/BOK balance of payments table; current account row
2002-12-31,monthly,current_account_balance,1085,usd_million,Bank of Korea Balance of Payments,2003-02-14,attached KOSIS/BOK balance of payments table; current account row
2003-01-31,monthly,current_account_balance,-2193,usd_million,Bank of Korea Balance of Payments,2003-03-17,attached KOSIS/BOK balance of payments table; current account row
2003-02-28,monthly,current_account_balance,-740,usd_million,Bank of Korea Balance of Payments,2003-04-14,attached KOSIS/BOK balance of payments table; current account row
2003-03-31,monthly,current_account_balance,-144,usd_million,Bank of Korea Balance of Payments,2003-05-15,attached KOSIS/BOK balance of payments table; current account row
2003-04-30,monthly,current_account_balance,-1008,usd_million,Bank of Korea Balance of Payments,2003-06-14,attached KOSIS/BOK balance of payments table; current account row
2003-05-31,monthly,current_account_balance,-51,usd_million,Bank of Korea Balance of Payments,2003-07-15,attached KOSIS/BOK balance of payments table; current account row
2003-06-30,monthly,current_account_balance,1097,usd_million,Bank of Korea Balance of Payments,2003-08-14,attached KOSIS/BOK balance of payments table; current account row
2003-07-31,monthly,current_account_balance,622,usd_million,Bank of Korea Balance of Payments,2003-09-14,attached KOSIS/BOK balance of payments table; current account row
2003-08-31,monthly,current_account_balance,972,usd_million,Bank of Korea Balance of Payments,2003-10-15,attached KOSIS/BOK balance of payments table; current account row
2003-09-30,monthly,current_account_balance,3274,usd_million,Bank of Korea Balance of Payments,2003-11-14,attached KOSIS/BOK balance of payments table; current account row
2003-10-31,monthly,current_account_balance,3556,usd_million,Bank of Korea Balance of Payments,2003-12-15,attached KOSIS/BOK balance of payments table; current account row
2003-11-30,monthly,current_account_balance,2949,usd_million,Bank of Korea Balance of Payments,2004-01-14,attached KOSIS/BOK balance of payments table; current account row
2003-12-31,monthly,current_account_balance,2975,usd_million,Bank of Korea Balance of Payments,2004-02-14,attached KOSIS/BOK balance of payments table; current account row
2004-01-31,monthly,current_account_balance,2123,usd_million,Bank of Korea Balance of Payments,2004-03-16,attached KOSIS/BOK balance of payments table; current account row
2004-02-29,monthly,current_account_balance,1207,usd_million,Bank of Korea Balance of Payments,2004-04-14,attached KOSIS/BOK balance of payments table; current account row
2004-03-31,monthly,current_account_balance,1898,usd_million,Bank of Korea Balance of Payments,2004-05-15,attached KOSIS/BOK balance of payments table; current account row
2004-04-30,monthly,current_account_balance,544,usd_million,Bank of Korea Balance of Payments,2004-06-14,attached KOSIS/BOK balance of payments table; current account row
2004-05-31,monthly,current_account_balance,4341,usd_million,Bank of Korea Balance of Payments,2004-07-15,attached KOSIS/BOK balance of payments table; current account row
2004-06-30,monthly,current_account_balance,1887,usd_million,Bank of Korea Balance of Payments,2004-08-14,attached KOSIS/BOK balance of payments table; current account row
2004-07-31,monthly,current_account_balance,2133,usd_million,Bank of Korea Balance of Payments,2004-09-14,attached KOSIS/BOK balance of payments table; current account row
2004-08-31,monthly,current_account_balance,1642,usd_million,Bank of Korea Balance of Payments,2004-10-15,attached KOSIS/BOK balance of payments table; current account row
2004-09-30,monthly,current_account_balance,4146,usd_million,Bank of Korea Balance of Payments,2004-11-14,attached KOSIS/BOK balance of payments table; current account row
2004-10-31,monthly,current_account_balance,2179,usd_million,Bank of Korea Balance of Payments,2004-12-15,attached KOSIS/BOK balance of payments table; current account row
2004-11-30,monthly,current_account_balance,4145,usd_million,Bank of Korea Balance of Payments,2005-01-14,attached KOSIS/BOK balance of payments table; current account row
2004-12-31,monthly,current_account_balance,3047,usd_million,Bank of Korea Balance of Payments,2005-02-14,attached KOSIS/BOK balance of payments table; current account row
2005-01-31,monthly,current_account_balance,1398,usd_million,Bank of Korea Balance of Payments,2005-03-17,attached KOSIS/BOK balance of payments table; current account row
2005-02-28,monthly,current_account_balance,752,usd_million,Bank of Korea Balance of Payments,2005-04-14,attached KOSIS/BOK balance of payments table; current account row
2005-03-31,monthly,current_account_balance,1316,usd_million,Bank of Korea Balance of Payments,2005-05-15,attached KOSIS/BOK balance of payments table; current account row
2005-04-30,monthly,current_account_balance,-1735,usd_million,Bank of Korea Balance of Payments,2005-06-14,attached KOSIS/BOK balance of payments table; current account row
2005-05-31,monthly,current_account_balance,546,usd_million,Bank of Korea Balance of Payments,2005-07-15,attached KOSIS/BOK balance of payments table; current account row
2005-06-30,monthly,current_account_balance,959,usd_million,Bank of Korea Balance of Payments,2005-08-14,attached KOSIS/BOK balance of payments table; current account row
2005-07-31,monthly,current_account_balance,622,usd_million,Bank of Korea Balance of Payments,2005-09-14,attached KOSIS/BOK balance of payments table; current account row
2005-08-31,monthly,current_account_balance,974,usd_million,Bank of Korea Balance of Payments,2005-10-15,attached KOSIS/BOK balance of payments table; current account row
2005-09-30,monthly,current_account_balance,725,usd_million,Bank of Korea Balance of Payments,2005-11-14,attached KOSIS/BOK balance of payments table; current account row
2005-10-31,monthly,current_account_balance,3015,usd_million,Bank of Korea Balance of Payments,2005-12-15,attached KOSIS/BOK balance of payments table; current account row
2005-11-30,monthly,current_account_balance,1866,usd_million,Bank of Korea Balance of Payments,2006-01-14,attached KOSIS/BOK balance of payments table; current account row
2005-12-31,monthly,current_account_balance,1771,usd_million,Bank of Korea Balance of Payments,2006-02-14,attached KOSIS/BOK balance of payments table; current account row
2006-01-31,monthly,current_account_balance,-78,usd_million,Bank of Korea Balance of Payments,2006-03-17,attached KOSIS/BOK balance of payments table; current account row
2006-02-28,monthly,current_account_balance,-3245,usd_million,Bank of Korea Balance of Payments,2006-04-14,attached KOSIS/BOK balance of payments table; current account row
2006-03-31,monthly,current_account_balance,-1625,usd_million,Bank of Korea Balance of Payments,2006-05-15,attached KOSIS/BOK balance of payments table; current account row
2006-04-30,monthly,current_account_balance,-3429,usd_million,Bank of Korea Balance of Payments,2006-06-14,attached KOSIS/BOK balance of payments table; current account row
2006-05-31,monthly,current_account_balance,-44,usd_million,Bank of Korea Balance of Payments,2006-07-15,attached KOSIS/BOK balance of payments table; current account row
2006-06-30,monthly,current_account_balance,2190,usd_million,Bank of Korea Balance of Payments,2006-08-14,attached KOSIS/BOK balance of payments table; current account row
2006-07-31,monthly,current_account_balance,-698,usd_million,Bank of Korea Balance of Payments,2006-09-14,attached KOSIS/BOK balance of payments table; current account row
2006-08-31,monthly,current_account_balance,-1541,usd_million,Bank of Korea Balance of Payments,2006-10-15,attached KOSIS/BOK balance of payments table; current account row
2006-09-30,monthly,current_account_balance,3088,usd_million,Bank of Korea Balance of Payments,2006-11-14,attached KOSIS/BOK balance of payments table; current account row
2006-10-31,monthly,current_account_balance,2688,usd_million,Bank of Korea Balance of Payments,2006-12-15,attached KOSIS/BOK balance of payments table; current account row
2006-11-30,monthly,current_account_balance,4456,usd_million,Bank of Korea Balance of Payments,2007-01-14,attached KOSIS/BOK balance of payments table; current account row
2006-12-31,monthly,current_account_balance,332,usd_million,Bank of Korea Balance of Payments,2007-02-14,attached KOSIS/BOK balance of payments table; current account row
2007-01-31,monthly,current_account_balance,214,usd_million,Bank of Korea Balance of Payments,2007-03-17,attached KOSIS/BOK balance of payments table; current account row
2007-02-28,monthly,current_account_balance,-729,usd_million,Bank of Korea Balance of Payments,2007-04-14,attached KOSIS/BOK balance of payments table; current account row
2007-03-31,monthly,current_account_balance,-1160,usd_million,Bank of Korea Balance of Payments,2007-05-15,attached KOSIS/BOK balance of payments table; current account row
2007-04-30,monthly,current_account_balance,-2241,usd_million,Bank of Korea Balance of Payments,2007-06-14,attached KOSIS/BOK balance of payments table; current account row
2007-05-31,monthly,current_account_balance,-2295,usd_million,Bank of Korea Balance of Payments,2007-07-15,attached KOSIS/BOK balance of payments table; current account row
2007-06-30,monthly,current_account_balance,1582,usd_million,Bank of Korea Balance of Payments,2007-08-14,attached KOSIS/BOK balance of payments table; current account row
2007-07-31,monthly,current_account_balance,2569,usd_million,Bank of Korea Balance of Payments,2007-09-14,attached KOSIS/BOK balance of payments table; current account row
2007-08-31,monthly,current_account_balance,2223,usd_million,Bank of Korea Balance of Payments,2007-10-15,attached KOSIS/BOK balance of payments table; current account row
2007-09-30,monthly,current_account_balance,4313,usd_million,Bank of Korea Balance of Payments,2007-11-14,attached KOSIS/BOK balance of payments table; current account row
2007-10-31,monthly,current_account_balance,1914,usd_million,Bank of Korea Balance of Payments,2007-12-15,attached KOSIS/BOK balance of payments table; current account row
2007-11-30,monthly,current_account_balance,3260,usd_million,Bank of Korea Balance of Payments,2008-01-14,attached KOSIS/BOK balance of payments table; current account row
2007-12-31,monthly,current_account_balance,822,usd_million,Bank of Korea Balance of Payments,2008-02-14,attached KOSIS/BOK balance of payments table; current account row
2008-01-31,monthly,current_account_balance,-689,usd_million,Bank of Korea Balance of Payments,2008-03-16,attached KOSIS/BOK balance of payments table; current account row
2008-02-29,monthly,current_account_balance,-2235,usd_million,Bank of Korea Balance of Payments,2008-04-14,attached KOSIS/BOK balance of payments table; current account row
2008-03-31,monthly,current_account_balance,973,usd_million,Bank of Korea Balance of Payments,2008-05-15,attached KOSIS/BOK balance of payments table; current account row
2008-04-30,monthly,current_account_balance,-2387,usd_million,Bank of Korea Balance of Payments,2008-06-14,attached KOSIS/BOK balance of payments table; current account row
2008-05-31,monthly,current_account_balance,-1738,usd_million,Bank of Korea Balance of Payments,2008-07-15,attached KOSIS/BOK balance of payments table; current account row
2008-06-30,monthly,current_account_balance,-1143,usd_million,Bank of Korea Balance of Payments,2008-08-14,attached KOSIS/BOK balance of payments table; current account row
2008-07-31,monthly,current_account_balance,-2262,usd_million,Bank of Korea Balance of Payments,2008-09-14,attached KOSIS/BOK balance of payments table; current account row
2008-08-31,monthly,current_account_balance,-3845,usd_million,Bank of Korea Balance of Payments,2008-10-15,attached KOSIS/BOK balance of payments table; current account row
2008-09-30,monthly,current_account_balance,1469,usd_million,Bank of Korea Balance of Payments,2008-11-14,attached KOSIS/BOK balance of payments table; current account row
2008-10-31,monthly,current_account_balance,3905,usd_million,Bank of Korea Balance of Payments,2008-12-15,attached KOSIS/BOK balance of payments table; current account row
2008-11-30,monthly,current_account_balance,2761,usd_million,Bank of Korea Balance of Payments,2009-01-14,attached KOSIS/BOK balance of payments table; current account row
2008-12-31,monthly,current_account_balance,6944,usd_million,Bank of Korea Balance of Payments,2009-02-14,attached KOSIS/BOK balance of payments table; current account row
2009-01-31,monthly,current_account_balance,176,usd_million,Bank of Korea Balance of Payments,2009-03-17,attached KOSIS/BOK balance of payments table; current account row
2009-02-28,monthly,current_account_balance,5013,usd_million,Bank of Korea Balance of Payments,2009-04-14,attached KOSIS/BOK balance of payments table; current account row
2009-03-31,monthly,current_account_balance,5786,usd_million,Bank of Korea Balance of Payments,2009-05-15,attached KOSIS/BOK balance of payments table; current account row
2009-04-30,monthly,current_account_balance,3139,usd_million,Bank of Korea Balance of Payments,2009-06-14,attached KOSIS/BOK balance of payments table; current account row
2009-05-31,monthly,current_account_balance,2329,usd_million,Bank of Korea Balance of Payments,2009-07-15,attached KOSIS/BOK balance of payments table; current account row
2009-06-30,monthly,current_account_balance,4065,usd_million,Bank of Korea Balance of Payments,2009-08-14,attached KOSIS/BOK balance of payments table; current account row
2009-07-31,monthly,current_account_balance,1988,usd_million,Bank of Korea Balance of Payments,2009-09-14,attached KOSIS/BOK balance of payments table; current account row
2009-08-31,monthly,current_account_balance,1170,usd_million,Bank of Korea Balance of Payments,2009-10-15,attached KOSIS/BOK balance of payments table; current account row
2009-09-30,monthly,current_account_balance,2198,usd_million,Bank of Korea Balance of Payments,2009-11-14,attached KOSIS/BOK balance of payments table; current account row
2009-10-31,monthly,current_account_balance,2512,usd_million,Bank of Korea Balance of Payments,2009-12-15,attached KOSIS/BOK balance of payments table; current account row
2009-11-30,monthly,current_account_balance,3014,usd_million,Bank of Korea Balance of Payments,2010-01-14,attached KOSIS/BOK balance of payments table; current account row
2009-12-31,monthly,current_account_balance,1699,usd_million,Bank of Korea Balance of Payments,2010-02-14,attached KOSIS/BOK balance of payments table; current account row
2010-01-31,monthly,current_account_balance,-1776,usd_million,Bank of Korea Balance of Payments,2010-03-17,attached KOSIS/BOK balance of payments table; current account row
2010-02-28,monthly,current_account_balance,-322,usd_million,Bank of Korea Balance of Payments,2010-04-14,attached KOSIS/BOK balance of payments table; current account row
2010-03-31,monthly,current_account_balance,917,usd_million,Bank of Korea Balance of Payments,2010-05-15,attached KOSIS/BOK balance of payments table; current account row
2010-04-30,monthly,current_account_balance,797,usd_million,Bank of Korea Balance of Payments,2010-06-14,attached KOSIS/BOK balance of payments table; current account row
2010-05-31,monthly,current_account_balance,6650,usd_million,Bank of Korea Balance of Payments,2010-07-15,attached KOSIS/BOK balance of payments table; current account row
2010-06-30,monthly,current_account_balance,3751,usd_million,Bank of Korea Balance of Payments,2010-08-14,attached KOSIS/BOK balance of payments table; current account row
2010-07-31,monthly,current_account_balance,3549,usd_million,Bank of Korea Balance of Payments,2010-09-14,attached KOSIS/BOK balance of payments table; current account row
2010-08-31,monthly,current_account_balance,3758,usd_million,Bank of Korea Balance of Payments,2010-10-15,attached KOSIS/BOK balance of payments table; current account row
2010-09-30,monthly,current_account_balance,4207,usd_million,Bank of Korea Balance of Payments,2010-11-14,attached KOSIS/BOK balance of payments table; current account row
2010-10-31,monthly,current_account_balance,4265,usd_million,Bank of Korea Balance of Payments,2010-12-15,attached KOSIS/BOK balance of payments table; current account row
2010-11-30,monthly,current_account_balance,3898,usd_million,Bank of Korea Balance of Payments,2011-01-14,attached KOSIS/BOK balance of payments table; current account row
2010-12-31,monthly,current_account_balance,-1744,usd_million,Bank of Korea Balance of Payments,2011-02-14,attached KOSIS/BOK balance of payments table; current account row
2011-01-31,monthly,current_account_balance,-3160,usd_million,Bank of Korea Balance of Payments,2011-03-17,attached KOSIS/BOK balance of payments table; current account row
2011-02-28,monthly,current_account_balance,1345,usd_million,Bank of Korea Balance of Payments,2011-04-14,attached KOSIS/BOK balance of payments table; current account row
2011-03-31,monthly,current_account_balance,-2438,usd_million,Bank of Korea Balance of Payments,2011-05-15,attached KOSIS/BOK balance of payments table; current account row
2011-04-30,monthly,current_account_balance,-2545,usd_million,Bank of Korea Balance of Payments,2011-06-14,attached KOSIS/BOK balance of payments table; current account row
2011-05-31,monthly,current_account_balance,-1247,usd_million,Bank of Korea Balance of Payments,2011-07-15,attached KOSIS/BOK balance of payments table; current account row
2011-06-30,monthly,current_account_balance,1322,usd_million,Bank of Korea Balance of Payments,2011-08-14,attached KOSIS/BOK balance of payments table; current account row
2011-07-31,monthly,current_account_balance,3939,usd_million,Bank of Korea Balance of Payments,2011-09-14,attached KOSIS/BOK balance of payments table; current account row
2011-08-31,monthly,current_account_balance,4471,usd_million,Bank of Korea Balance of Payments,2011-10-15,attached KOSIS/BOK balance of payments table; current account row
2011-09-30,monthly,current_account_balance,2996,usd_million,Bank of Korea Balance of Payments,2011-11-14,attached KOSIS/BOK balance of payments table; current account row
2011-10-31,monthly,current_account_balance,3572,usd_million,Bank of Korea Balance of Payments,2011-12-15,attached KOSIS/BOK balance of payments table; current account row
2011-11-30,monthly,current_account_balance,6646,usd_million,Bank of Korea Balance of Payments,2012-01-14,attached KOSIS/BOK balance of payments table; current account row
2011-12-31,monthly,current_account_balance,1738,usd_million,Bank of Korea Balance of Payments,2012-02-14,attached KOSIS/BOK balance of payments table; current account row
2012-01-31,monthly,current_account_balance,-2288,usd_million,Bank of Korea Balance of Payments,2012-03-16,attached KOSIS/BOK balance of payments table; current account row
2012-02-29,monthly,current_account_balance,-2584,usd_million,Bank of Korea Balance of Payments,2012-04-14,attached KOSIS/BOK balance of payments table; current account row
2012-03-31,monthly,current_account_balance,3580,usd_million,Bank of Korea Balance of Payments,2012-05-15,attached KOSIS/BOK balance of payments table; current account row
2012-04-30,monthly,current_account_balance,-145,usd_million,Bank of Korea Balance of Payments,2012-06-14,attached KOSIS/BOK balance of payments table; current account row
2012-05-31,monthly,current_account_balance,5016,usd_million,Bank of Korea Balance of Payments,2012-07-15,attached KOSIS/BOK balance of payments table; current account row
2012-06-30,monthly,current_account_balance,6069,usd_million,Bank of Korea Balance of Payments,2012-08-14,attached KOSIS/BOK balance of payments table; current account row
2012-07-31,monthly,current_account_balance,8376,usd_million,Bank of Korea Balance of Payments,2012-09-14,attached KOSIS/BOK balance of payments table; current account row
2012-08-31,monthly,current_account_balance,1618,usd_million,Bank of Korea Balance of Payments,2012-10-15,attached KOSIS/BOK balance of payments table; current account row
2012-09-30,monthly,current_account_balance,6484,usd_million,Bank of Korea Balance of Payments,2012-11-14,attached KOSIS/BOK balance of payments table; current account row
2012-10-31,monthly,current_account_balance,7288,usd_million,Bank of Korea Balance of Payments,2012-12-15,attached KOSIS/BOK balance of payments table; current account row
2012-11-30,monthly,current_account_balance,8188,usd_million,Bank of Korea Balance of Payments,2013-01-14,attached KOSIS/BOK balance of payments table; current account row
2012-12-31,monthly,current_account_balance,7189,usd_million,Bank of Korea Balance of Payments,2013-02-14,attached KOSIS/BOK balance of payments table; current account row
2013-01-31,monthly,current_account_balance,2752,usd_million,Bank of Korea Balance of Payments,2013-03-17,attached KOSIS/BOK balance of payments table; current account row
2013-02-28,monthly,current_account_balance,2213,usd_million,Bank of Korea Balance of Payments,2013-04-14,attached KOSIS/BOK balance of payments table; current account row
2013-03-31,monthly,current_account_balance,6740,usd_million,Bank of Korea Balance of Payments,2013-05-15,attached KOSIS/BOK balance of payments table; current account row
2013-04-30,monthly,current_account_balance,5040,usd_million,Bank of Korea Balance of Payments,2013-06-14,attached KOSIS/BOK balance of payments table; current account row
2013-05-31,monthly,current_account_balance,9608,usd_million,Bank of Korea Balance of Payments,2013-07-15,attached KOSIS/BOK balance of payments table; current account row
2013-06-30,monthly,current_account_balance,6825,usd_million,Bank of Korea Balance of Payments,2013-08-14,attached KOSIS/BOK balance of payments table; current account row
2013-07-31,monthly,current_account_balance,6965,usd_million,Bank of Korea Balance of Payments,2013-09-14,attached KOSIS/BOK balance of payments table; current account row
2013-08-31,monthly,current_account_balance,6389,usd_million,Bank of Korea Balance of Payments,2013-10-15,attached KOSIS/BOK balance of payments table; current account row
2013-09-30,monthly,current_account_balance,7848,usd_million,Bank of Korea Balance of Payments,2013-11-14,attached KOSIS/BOK balance of payments table; current account row
2013-10-31,monthly,current_account_balance,10724,usd_million,Bank of Korea Balance of Payments,2013-12-15,attached KOSIS/BOK balance of payments table; current account row
2013-11-30,monthly,current_account_balance,5892,usd_million,Bank of Korea Balance of Payments,2014-01-14,attached KOSIS/BOK balance of payments table; current account row
2013-12-31,monthly,current_account_balance,6264,usd_million,Bank of Korea Balance of Payments,2014-02-14,attached KOSIS/BOK balance of payments table; current account row
2014-01-31,monthly,current_account_balance,1838,usd_million,Bank of Korea Balance of Payments,2014-03-17,attached KOSIS/BOK balance of payments table; current account row
2014-02-28,monthly,current_account_balance,4813,usd_million,Bank of Korea Balance of Payments,2014-04-14,attached KOSIS/BOK balance of payments table; current account row
2014-03-31,monthly,current_account_balance,6183,usd_million,Bank of Korea Balance of Payments,2014-05-15,attached KOSIS/BOK balance of payments table; current account row
2014-04-30,monthly,current_account_balance,6876,usd_million,Bank of Korea Balance of Payments,2014-06-14,attached KOSIS/BOK balance of payments table; current account row
2014-05-31,monthly,current_account_balance,9148,usd_million,Bank of Korea Balance of Payments,2014-07-15,attached KOSIS/BOK balance of payments table; current account row
2014-06-30,monthly,current_account_balance,7769,usd_million,Bank of Korea Balance of Payments,2014-08-14,attached KOSIS/BOK balance of payments table; current account row
2014-07-31,monthly,current_account_balance,6199,usd_million,Bank of Korea Balance of Payments,2014-09-14,attached KOSIS/BOK balance of payments table; current account row
